#Resampling
#Console: python /store/home/mad/anaconda2/envs/python3/bin/transit resampling 2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig 2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/Results/result_resampling_carey_663_vs_carey_rv_LOESS.txt -l
#Control Data: b'2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig'
#Experimental Data: b'2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig'
#Annotation path: b'/quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table' 
#Time: 2109.9459793567657
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Mean	p-value	Adj. p-value
Rv3382c	lytB1	PROBABLE LYTB-RELATED PROTEIN LYTB1 	12	138.2	179.6	0.38	4976.9	4309.93	41.3	0.47220	0.92989
Rv3383c	idsB	POSSIBLE POLYPRENYL SYNTHETASE IDSB (POLYPRENYL TRANSFERASE) (POLYPRENYL DIPHOSPHATE SYNTHASE) 	19	126.2	200.7	0.67	7191.5	7626.65	74.5	0.14390	0.70459
Rv3384c	-	hypothetical protein Rv3384c 	3	237.4	237.8	0.00	2137.0	1427.04	0.4	0.99680	1.00000
Rv3385c	-	hypothetical protein Rv3385c 	3	144.7	86.4	-0.74	1302.5	518.36	-58.3	0.54260	0.95387
Rv3386	-	POSSIBLE TRANSPOSASE 	11	180.9	188.5	0.06	5969.6	4146.74	7.6	0.92540	1.00000
Rv3387	-	POSSIBLE TRANSPOSASE 	7	222.5	158.8	-0.49	4672.1	2222.90	-63.7	0.46870	0.92902
Rv3388	PE_PGRS52	PE-PGRS FAMILY PROTEIN 	19	85.9	166.1	0.95	4895.5	6312.98	80.2	0.06430	0.49149
Rv3389c	-	POSSIBLE DEHYDROGENASE 	9	354.6	475.0	0.42	9573.0	8550.58	120.5	0.28370	0.86940
Rv3390	lpqD	PROBABLE CONSERVED LIPOPROTEIN LPQD 	12	490.2	530.8	0.11	17648.9	12739.01	40.5	0.77720	0.99724
Rv3391	acrA1	short chain dehydrogenase 	35	91.6	129.6	0.50	9616.6	9071.09	38.0	0.18950	0.75686
Rv3392c	cmaA1	CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 1 CMAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 1) 	13	66.7	28.8	-1.21	2599.4	749.39	-37.8	0.05870	0.47658
Rv3393	iunH	PROBABLE NUCLEOSIDE HYDROLASE IUNH (PURINE NUCLEOSIDASE) 	10	139.8	172.1	0.30	4194.0	3441.34	32.3	0.63680	0.97741
Rv3394c	-	hypothetical protein Rv3394c 	16	99.8	199.4	1.00	4791.4	6380.34	99.6	0.12420	0.69839
Rv3395A	-	PROBABLE MEMBRANE PROTEIN 	10	138.8	202.9	0.55	4164.1	4058.78	64.1	0.41590	0.91016
Rv3395c	-	hypothetical protein Rv3395c 	4	66.8	42.4	-0.66	801.4	338.93	-24.4	0.70100	0.99226
Rv3396c	guaA	bifunctional GMP synthase/glutamine amidotransferase protein 	16	4.5	11.4	1.35	215.6	365.61	6.9	0.01700	0.25693
Rv3397c	phyA	PROBABLE PHYTOENE SYNTHASE PHYA 	19	54.3	65.1	0.26	3095.4	2472.77	10.8	0.65620	0.98467
Rv3398c	idsA1	PROBABLE MULTIFUNCTIONAL GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA1 (GGPP SYNTHETASE) (GGPPSASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE): DIMETHYLALLYLTRANSFERASE (PRENYLTRANSFERASE) (GERANYL-DIPHOSPHATE SYNTHASE) + GERANYLTRANSTRANSFERASE (FARNESYL-DIPHOSPHATE SYNTHASE) (FARNESYL-PYROPHOSPHATE SYNTHETASE) (FARNESYL DIPHOSPHATE SYNTHETASE) (FPP SYNTHETASE) + FARNESYLTRANSTRANSFERASE (GERANYLGERANYL-DIPHOSPHATE SYNTHASE) 	11	40.9	71.2	0.80	1351.2	1565.57	30.2	0.38450	0.90731
Rv3399	-	hypothetical protein Rv3399 	18	77.7	72.9	-0.09	4194.9	2623.11	-4.8	0.86210	1.00000
Rv3400	-	PROBABLE HYDROLASE 	14	130.4	84.7	-0.62	5478.2	2370.28	-45.8	0.27620	0.85962
Rv3401	-	hypothetical protein Rv3401 	36	176.0	146.0	-0.27	19004.8	10511.51	-30.0	0.33690	0.90731
Rv3402c	-	hypothetical protein Rv3402c 	28	233.6	315.0	0.43	19624.4	17639.22	81.4	0.17710	0.73335
Rv3403c	-	hypothetical protein Rv3403c 	26	348.9	382.5	0.13	27216.2	19890.49	33.6	0.59430	0.96984
Rv3404c	-	hypothetical protein Rv3404c 	10	330.3	449.7	0.45	9907.9	8993.86	119.4	0.27390	0.85513
Rv3405c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	136.5	137.7	0.01	3685.5	2479.29	1.2	0.98670	1.00000
Rv3406	-	PROBABLE DIOXYGENASE 	17	173.2	161.8	-0.10	8831.1	5502.15	-11.3	0.81120	1.00000
Rv3407	-	hypothetical protein Rv3407 	3	335.5	422.0	0.33	3019.2	2532.19	86.6	0.81030	1.00000
Rv3408	-	hypothetical protein Rv3408 	9	502.4	328.1	-0.61	13564.1	5905.69	-174.3	0.23450	0.81579
Rv3409c	choD	PROBABLE CHOLESTEROL OXIDASE PRECURSOR CHOD (CHOLESTEROL-O2 OXIDOREDUCTASE) 	22	294.7	264.4	-0.16	19447.8	11633.76	-30.3	0.70060	0.99226
Rv3410c	guaB3	inositol-5-monophosphate dehydrogenase 	14	19.7	67.3	1.77	826.3	1885.01	47.6	0.01630	0.25111
Rv3411c	guaB2	inositol-5-monophosphate dehydrogenase 	15	10.4	41.0	1.98	468.8	1229.26	30.6	0.00120	0.03495
Rv3412	-	hypothetical protein Rv3412 	9	141.6	185.5	0.39	3822.8	3339.42	43.9	0.32610	0.89878
Rv3413c	-	HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	6	205.5	229.0	0.16	3699.2	2747.98	23.5	0.82200	1.00000
Rv3414c	sigD	RNA polymerase sigma factor SigD 	10	119.9	110.2	-0.12	3598.1	2203.54	-9.8	0.86570	1.00000
Rv3415c	-	hypothetical protein Rv3415c 	10	196.0	472.9	1.27	5881.3	9458.00	276.9	0.07020	0.51966
Rv3416	whiB3	TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB3 	4	285.1	549.9	0.95	3421.5	4399.01	264.8	0.03240	0.35034
Rv3417c	groEL	chaperonin GroEL 	16	140.1	122.0	-0.20	6723.3	3903.26	-18.1	0.74240	0.99595
Rv3418c	groES	co-chaperonin GroES 	4	5.3	10.8	1.03	63.4	86.56	5.5	0.30410	0.88244
Rv3419c	gcp	O-sialoglycoprotein endopeptidase 	12	56.1	248.9	2.15	2019.6	5972.51	192.8	0.00000	0.00000
Rv3420c	rimI	PROBABLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMI (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S18) 	11	82.7	112.0	0.44	2729.5	2464.60	29.3	0.46480	0.92496
Rv3421c	-	hypothetical protein Rv3421c 	12	36.0	179.9	2.32	1297.5	4318.71	143.9	0.00010	0.00416
Rv3422c	-	hypothetical protein Rv3422c 	6	7.8	11.9	0.61	140.4	143.02	4.1	0.51050	0.94344
Rv3423c	alr	alanine racemase 	21	1.1	20.8	4.29	67.1	872.72	19.7	0.00000	0.00000
Rv3424c	-	hypothetical protein Rv3424c 	10	105.1	83.3	-0.34	3153.3	1666.44	-21.8	0.42620	0.91583
Rv3425	PPE57	PPE FAMILY PROTEIN 	22	187.8	18.6	-3.33	12395.5	820.58	-169.2	0.00090	0.02741
Rv3426	PPE58	PPE FAMILY PROTEIN 	25	29.5	4.6	-2.68	2209.1	229.65	-24.9	0.00200	0.05356
Rv3427c	-	POSSIBLE TRANSPOSASE 	11	125.8	14.0	-3.17	4151.8	307.96	-111.8	0.00020	0.00775
Rv3428c	-	POSSIBLE TRANSPOSASE 	17	52.5	4.6	-3.51	2679.4	156.44	-47.9	0.00250	0.06520
Rv3429	PPE59	PPE FAMILY PROTEIN 	29	99.5	93.3	-0.09	8657.4	5411.31	-6.2	0.81580	1.00000
Rv3430c	-	POSSIBLE TRANSPOSASE 	23	159.3	271.0	0.77	10995.1	12464.19	111.6	0.12130	0.69213
Rv3431c	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	9	135.2	128.4	-0.07	3649.1	2310.57	-6.8	0.87940	1.00000
Rv3432c	gadB	PROBABLE GLUTAMATE DECARBOXYLASE GADB 	22	241.5	383.4	0.67	15941.9	16868.39	141.8	0.11070	0.65924
Rv3433c	-	hypothetical protein Rv3433c 	9	154.8	266.2	0.78	4179.4	4792.08	111.4	0.14920	0.70459
Rv3434c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	11	198.6	320.0	0.69	6553.7	7040.64	121.4	0.26480	0.84389
Rv3435c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	343.3	506.4	0.56	12358.8	12152.46	163.1	0.37260	0.90731
Rv3436c	glmS	D-fructose-6-phosphate amidotransferase 	30	0.0	0.4	0.53	0.0	26.61	0.4	0.05940	0.47658
Rv3437	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	9	200.3	354.1	0.82	5409.0	6374.35	153.8	0.11950	0.68803
Rv3438	-	hypothetical protein Rv3438 	12	128.9	93.2	-0.47	4641.5	2236.66	-35.7	0.33660	0.90731
Rv3439c	-	CONSERVED HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	10	217.9	289.6	0.41	6536.2	5792.86	71.8	0.38770	0.90731
Rv3440c	-	hypothetical protein Rv3440c 	8	425.4	466.1	0.13	10209.0	7457.76	40.7	0.87160	1.00000
Rv3441c	mrsA	PROBABLE PHOSPHO-SUGAR MUTASE / MRSA PROTEIN HOMOLOG 	15	2.5	17.0	2.75	113.5	509.82	14.5	0.10090	0.63626
Rv3442c	rpsI	30S ribosomal protein S9 	7	0.0	0.6	0.67	0.0	8.30	0.6	0.39850	0.90731
Rv3443c	rplM	50S ribosomal protein L13 	7	0.0	1.2	1.13	0.0	16.60	1.2	0.15470	0.70459
Rv3444c	esxT	PUTATIVE ESAT-6 LIKE PROTEIN ESXT 	4	92.6	136.5	0.56	1111.4	1091.60	43.8	0.24540	0.82590
Rv3445c	esxU	ESAT-6 LIKE PROTEIN ESXU 	4	236.4	347.3	0.55	2836.8	2778.08	110.9	0.40060	0.90731
Rv3446c	-	HYPOTHETICAL ALANINE AND VALINE RICH PROTEIN 	15	59.3	196.8	1.73	2669.1	5903.83	137.5	0.11270	0.66421
Rv3447c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	46	57.0	55.1	-0.05	7861.5	5072.60	-1.8	0.92970	1.00000
Rv3448	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	26	42.3	46.5	0.13	3302.1	2415.42	4.1	0.81150	1.00000
Rv3449	mycP4	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP4 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-4) 	21	99.9	111.3	0.16	6294.7	4674.43	11.4	0.72210	0.99595
Rv3450c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	15	173.2	227.8	0.40	7796.0	6834.42	54.6	0.41150	0.91016
Rv3451	cut3	PROBABLE CUTINASE PRECURSOR CUT3 	15	268.0	190.5	-0.49	12058.9	5714.57	-77.5	0.30300	0.88182
Rv3452	cut4	PROBABLE CUTINASE PRECURSOR CUT4 	7	358.7	230.5	-0.64	7532.8	3227.25	-128.2	0.23200	0.81579
Rv3453	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	11	104.3	127.8	0.29	3442.6	2811.99	23.5	0.55940	0.95688
Rv3454	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	28	123.7	138.1	0.16	10392.3	7731.84	14.4	0.73250	0.99595
Rv3455c	truA	tRNA pseudouridine synthase A 	12	1.1	10.9	3.27	40.6	261.26	9.8	0.00010	0.00416
Rv3456c	rplQ	50S ribosomal protein L17 	8	0.0	0.6	0.70	0.0	10.02	0.6	0.39770	0.90731
Rv3457c	rpoA	DNA-directed RNA polymerase subunit alpha 	13	0.8	0.8	-0.13	32.8	20.03	-0.1	1.00000	1.00000
Rv3458c	rpsD	30S ribosomal protein S4 	13	0.0	1.0	1.02	0.0	26.61	1.0	0.02100	0.28023
Rv3459c	rpsK	30S ribosomal protein S11 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv3460c	rpsM	30S ribosomal protein S13 	10	0.0	1.7	1.46	0.0	34.90	1.7	0.01370	0.22311
Rv3461c	rpmJ	50S ribosomal protein L36 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv3462c	infA	translation initiation factor IF-1 	5	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv3463	-	hypothetical protein Rv3463 	18	177.0	151.7	-0.22	9559.8	5459.81	-25.4	0.61370	0.97458
Rv3464	rmlB	dTDP-GLUCOSE 4,6-DEHYDRATASE RMLB 	23	0.0	0.9	0.93	0.0	41.48	0.9	0.00940	0.17048
Rv3465	rmlC	dTDP-4-DEHYDRORHAMNOSE 3,5-EPIMERASE RMLC (dTDP-4-KETO-6-DEOXYGLUCOSE 3,5-EPIMERASE) (dTDP-L-RHAMNOSE SYNTHETASE) (THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE) 	8	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv3466	-	hypothetical protein Rv3466 	10	79.9	150.6	0.91	2395.9	3011.14	70.7	0.15160	0.70459
Rv3467	-	hypothetical protein Rv3467 	14	152.7	208.1	0.45	6411.4	5825.64	55.4	0.15550	0.70459
Rv3468c	-	POSSIBLE DTDP-GLUCOSE 4,6-DEHYDRATASE 	18	55.7	155.8	1.48	3006.8	5607.97	100.1	0.00350	0.08215
Rv3469c	mhpE	4-hydroxy-2-ketovalerate aldolase 	12	142.6	155.3	0.12	5133.0	3728.21	12.8	0.87140	1.00000
Rv3470c	ilvB2	PROBABLE ACETOLACTATE SYNTHASE (LARGE SUBUNIT) ILVB2 (AHAS) (ACETOHYDROXY-ACID SYNTHASE LARGE SUBUNIT) (ALS) 	19	108.4	87.2	-0.31	6177.9	3313.89	-21.2	0.50650	0.94344
Rv3471c	-	hypothetical protein Rv3471c 	6	167.7	281.4	0.75	3017.8	3376.51	113.7	0.19740	0.77370
Rv3472	-	hypothetical protein Rv3472 	11	88.4	157.1	0.83	2918.8	3457.25	68.7	0.32730	0.90002
Rv3473c	bpoA	POSSIBLE PEROXIDASE BPOA (NON-HAEM PEROXIDASE) 	9	266.1	221.1	-0.27	7184.8	3979.42	-45.0	0.70860	0.99567
Rv3474	-	POSSIBLE TRANSPOSASE FOR INSERTION ELEMENT IS6110 	4	220.2	20.6	-3.41	2642.3	165.20	-199.5	0.03100	0.34358
Rv3475	-	POSSIBLE TRANSPOSASE FOR INSERTION ELEMENT IS6110 	26	178.3	20.6	-3.12	13904.2	1068.75	-157.7	0.00000	0.00000
Rv3476c	kgtP	PROBABLE DICARBOXYLIC ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN KGTP (DICARBOXYLATE TRANSPORTER) 	38	143.9	176.7	0.30	16405.1	13425.59	32.7	0.34240	0.90731
Rv3477	PE31	PE FAMILY PROTEIN 	5	179.5	94.8	-0.92	2692.1	947.73	-84.7	0.26450	0.84389
Rv3478	PPE60	PE FAMILY PROTEIN 	18	140.7	251.2	0.84	7596.2	9042.95	110.5	0.02600	0.30967
Rv3479	-	POSSIBLE TRANSMEMBRANE PROTEIN 	39	98.8	146.2	0.57	11564.8	11406.50	47.4	0.25010	0.82857
Rv3480c	-	hypothetical protein Rv3480c 	30	111.3	71.5	-0.64	10021.4	4290.03	-39.8	0.09170	0.60879
Rv3481c	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	10	159.3	138.5	-0.20	4779.8	2769.56	-20.8	0.68780	0.98788
Rv3482c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	10	371.9	359.2	-0.05	11156.1	7184.53	-12.6	0.91360	1.00000
Rv3483c	-	hypothetical protein Rv3483c 	10	333.2	308.0	-0.11	9995.1	6159.52	-25.2	0.80370	0.99955
Rv3484	cpsA	POSSIBLE CONSERVED PROTEIN CPSA 	27	191.6	412.0	1.10	15521.0	22246.74	220.4	0.00000	0.00000
Rv3485c	-	short chain dehydrogenase 	10	299.9	229.3	-0.39	8997.1	4586.85	-70.6	0.54560	0.95387
Rv3486	-	hypothetical protein Rv3486 	6	590.0	657.9	0.16	10620.6	7894.56	67.8	0.74200	0.99595
Rv3487c	lipF	PROBABLE ESTERASE/LIPASE LIPF 	14	399.0	568.8	0.51	16755.9	15927.74	169.9	0.14230	0.70459
Rv3488	-	hypothetical protein Rv3488 	5	53.9	203.5	1.92	808.8	2034.75	149.6	0.03540	0.36687
Rv3489	-	hypothetical protein Rv3489 	3	17.0	21.1	0.31	153.0	126.41	4.1	0.67670	0.98519
Rv3490	otsA	PROBABLE ALPHA, ALPHA-TREHALOSE-PHOSPHATE SYNTHASE 	30	16.1	35.5	1.14	1451.6	2132.35	19.4	0.00090	0.02741
Rv3491	-	hypothetical protein Rv3491 	11	165.3	132.6	-0.32	5455.2	2917.38	-32.7	0.49350	0.93838
Rv3492c	-	CONSERVED HYPOTHETICAL MCE ASSOCIATED PROTEIN 	10	93.1	63.6	-0.55	2792.7	1271.49	-29.5	0.22970	0.81579
Rv3493c	-	CONSERVED HYPOTHETICAL MCE ASSOCIATED ALANINE AND VALINE RICH PROTEIN 	13	88.3	136.6	0.63	3444.2	3551.63	48.3	0.21490	0.79247
Rv3494c	mce4F	MCE-FAMILY PROTEIN MCE4F 	25	228.5	232.5	0.03	17135.2	11624.18	4.0	0.94420	1.00000
Rv3495c	lprN	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRN (MCE-FAMILY LIPOPROTEIN MCE4E) 	13	306.5	240.1	-0.35	11954.0	6242.09	-66.4	0.31550	0.88964
Rv3496c	mce4D	MCE-FAMILY PROTEIN MCE4D 	26	194.0	205.9	0.09	15134.7	10709.06	11.9	0.79680	0.99955
Rv3497c	mce4C	MCE-FAMILY PROTEIN MCE4C 	18	150.8	168.7	0.16	8141.3	6072.93	17.9	0.62680	0.97682
Rv3498c	mce4B	MCE-FAMILY PROTEIN MCE4B 	12	237.1	228.9	-0.05	8535.2	5494.21	-8.2	0.89710	1.00000
Rv3499c	mce4A	MCE-FAMILY PROTEIN MCE4A 	31	191.6	181.6	-0.08	17820.8	11262.23	-10.0	0.77610	0.99724
Rv3500c	yrbE4B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE4B 	22	295.2	437.0	0.57	19484.3	19228.16	141.8	0.10420	0.64962
Rv3501c	yrbE4A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE4A 	10	256.4	264.3	0.04	7691.1	5286.99	8.0	0.94160	1.00000
Rv3502c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	11	148.2	137.4	-0.11	4890.2	3023.08	-10.8	0.84990	1.00000
Rv3503c	fdxD	PROBABLE FERREDOXIN FDXD 	2	769.2	524.9	-0.55	4615.2	2099.50	-244.3	0.36330	0.90731
Rv3504	fadE26	PROBABLE ACYL-CoA DEHYDROGENASE FADE26 	20	220.5	256.2	0.22	13228.7	10249.79	35.8	0.56880	0.96119
Rv3505	fadE27	PROBABLE ACYL-CoA DEHYDROGENASE FADE27 	12	81.6	86.8	0.09	2936.9	2084.09	5.3	0.86150	1.00000
Rv3506	fadD17	acyl-CoA synthetase 	25	124.3	154.9	0.32	9322.2	7745.80	30.6	0.38130	0.90731
Rv3507	PE_PGRS53	PE-PGRS FAMILY PROTEIN 	41	84.1	104.7	0.32	10342.9	8583.69	20.6	0.45730	0.92394
Rv3508	PE_PGRS54	PE-PGRS FAMILY PROTEIN 	37	72.4	101.9	0.49	8031.1	7538.34	29.5	0.43340	0.91738
Rv3509c	ilvX	hypothetical protein Rv3509c 	22	251.4	286.3	0.19	16592.0	12595.88	34.9	0.56100	0.95904
Rv3510c	-	hypothetical protein Rv3510c 	16	219.4	241.9	0.14	10529.3	7740.08	22.5	0.70660	0.99553
Rv3511	PE_PGRS55	PE-PGRS FAMILY PROTEIN 	24	154.5	292.6	0.92	11122.0	14043.20	138.1	0.03270	0.35168
Rv3512	PE_PGRS56	PE-PGRS FAMILY PROTEIN 	27	55.2	117.2	1.09	4473.8	6331.43	62.0	0.00730	0.14348
Rv3513c	fadD18	PROBABLE FATTY-ACID-CoA LIGASE FADD18 (FRAGMENT) (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	16	349.1	382.2	0.13	16757.6	12231.85	33.1	0.73510	0.99595
Rv3514	PE_PGRS57	PE-PGRS FAMILY PROTEIN 	33	87.1	118.3	0.44	8622.4	7810.10	31.2	0.43270	0.91738
Rv3515c	fadD19	acyl-CoA synthetase 	30	152.6	190.9	0.32	13734.2	11453.03	38.3	0.39160	0.90731
Rv3516	echA19	enoyl-CoA hydratase 	7	90.6	137.4	0.60	1902.8	1924.30	46.8	0.41350	0.91016
Rv3517	-	hypothetical protein Rv3517 	15	132.8	126.6	-0.07	5974.1	3799.09	-6.1	0.89890	1.00000
Rv3518c	cyp142	PROBABLE CYTOCHROME P450 MONOOXYGENASE 142 CYP142 	13	78.0	107.8	0.47	3041.7	2803.56	29.8	0.57640	0.96230
Rv3519	-	hypothetical protein Rv3519 	11	88.8	234.7	1.40	2931.7	5164.15	145.9	0.00970	0.17434
Rv3520c	-	POSSIBLE COENZYME F420-DEPENDENT OXIDOREDUCTASE 	16	289.4	295.0	0.03	13890.6	9439.89	5.6	0.95560	1.00000
Rv3521	-	hypothetical protein Rv3521 	15	227.4	241.3	0.09	10232.0	7239.18	13.9	0.79620	0.99955
Rv3522	ltp4	lipid-transfer protein 	18	120.2	84.0	-0.52	6488.6	3023.30	-36.2	0.17810	0.73335
Rv3523	ltp3	acetyl-CoA acetyltransferase 	18	97.7	62.3	-0.65	5273.3	2241.86	-35.4	0.11210	0.66264
Rv3524	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	20	250.4	233.8	-0.10	15023.9	9352.59	-16.6	0.79320	0.99955
Rv3525c	-	POSSIBLE SIDEROPHORE-BINDING PROTEIN 	8	95.3	127.7	0.42	2286.8	2043.31	32.4	0.40010	0.90731
Rv3526	-	POSSIBLE OXIDOREDUCTASE 	22	98.7	73.2	-0.43	6515.2	3220.90	-25.5	0.33610	0.90731
Rv3527	-	hypothetical protein Rv3527 	6	51.4	95.5	0.89	925.8	1146.19	44.1	0.10880	0.65799
Rv3528c	-	hypothetical protein Rv3528c 	36	30.7	7.9	-1.96	3317.2	568.92	-22.8	0.01800	0.26265
Rv3529c	-	hypothetical protein Rv3529c 	26	32.0	34.9	0.13	2494.5	1816.41	3.0	0.78400	0.99750
Rv3530c	-	short chain dehydrogenase 	17	57.3	60.0	0.07	2920.3	2039.17	2.7	0.92010	1.00000
Rv3531c	-	hypothetical protein Rv3531c 	24	134.9	124.3	-0.12	9712.6	5964.35	-10.6	0.75670	0.99595
Rv3532	PPE61	PPE FAMILY PROTEIN 	21	234.9	316.8	0.43	14801.4	13304.05	81.8	0.23600	0.81579
Rv3533c	PPE62	PPE FAMILY PROTEIN 	20	166.9	164.8	-0.02	10015.0	6593.98	-2.1	0.96440	1.00000
Rv3534c	-	4-hydroxy-2-ketovalerate aldolase 	10	170.2	296.7	0.80	5107.2	5933.02	126.4	0.17040	0.71912
Rv3535c	-	acetaldehyde dehydrogenase 	12	221.2	261.9	0.24	7964.6	6284.50	40.6	0.54730	0.95387
Rv3536c	-	PROBABLE HYDRATASE 	8	132.8	101.5	-0.39	3187.2	1623.47	-31.3	0.62020	0.97682
Rv3537	-	3-ketosteroid-delta-1-dehydrogenase 	37	33.0	45.9	0.48	3663.0	3397.39	12.9	0.30840	0.88555
Rv3538	-	PROBABLE DEHYDROGENASE 	13	25.8	16.3	-0.66	1006.0	423.74	-9.5	0.45750	0.92394
Rv3539	PPE63	PPE FAMILY PROTEIN 	30	56.2	60.1	0.10	5054.9	3606.99	4.0	0.81810	1.00000
Rv3540c	ltp2	lipid-transfer protein 	18	34.3	55.3	0.69	1853.9	1989.50	20.9	0.51270	0.94530
Rv3541c	-	hypothetical protein Rv3541c 	7	12.3	15.2	0.31	257.4	213.06	3.0	0.80550	0.99955
Rv3542c	-	hypothetical protein Rv3542c 	14	37.1	52.7	0.51	1556.9	1474.69	15.6	0.34090	0.90731
Rv3543c	fadE29	PROBABLE ACYL-CoA DEHYDROGENASE FADE29 	17	18.0	95.0	2.40	919.3	3231.30	77.0	0.05360	0.45894
Rv3544c	fadE28	PROBABLE ACYL-CoA DEHYDROGENASE FADE28 	16	91.7	101.8	0.15	4400.9	3256.71	10.1	0.75730	0.99595
Rv3545c	cyp125	PROBABLE CYTOCHROME P450 125 CYP125 	24	168.2	225.4	0.42	12109.2	10819.54	57.2	0.34750	0.90731
Rv3546	fadA5	acetyl-CoA acetyltransferase 	5	165.9	110.7	-0.58	2488.1	1107.02	-55.2	0.45580	0.92394
Rv3547	-	hypothetical protein Rv3547 	12	230.1	190.5	-0.27	8282.4	4570.95	-39.6	0.46990	0.92981
Rv3548c	-	short chain dehydrogenase 	8	159.2	244.5	0.62	3819.7	3912.38	85.4	0.16530	0.71195
Rv3549c	-	short chain dehydrogenase 	11	56.4	91.7	0.70	1860.6	2016.39	35.3	0.45260	0.92394
Rv3550	echA20	enoyl-CoA hydratase 	5	28.7	81.2	1.50	431.0	812.18	52.5	0.50850	0.94344
Rv3551	-	POSSIBLE COA-TRANSFERASE (ALPHA SUBUNIT) 	16	38.5	116.6	1.60	1846.2	3732.58	78.2	0.01580	0.24530
Rv3552	-	POSSIBLE COA-TRANSFERASE (BETA SUBUNIT) 	10	56.4	83.3	0.56	1691.2	1665.46	26.9	0.49240	0.93838
Rv3553	-	POSSIBLE OXIDOREDUCTASE 	9	88.3	158.0	0.84	2383.4	2843.19	69.7	0.37270	0.90731
Rv3554	fdxB	POSSIBLE ELECTRON TRANSFER PROTEIN FDXB 	30	145.9	183.4	0.33	13129.6	11004.64	37.5	0.26370	0.84389
Rv3555c	-	hypothetical protein Rv3555c 	12	38.5	60.1	0.64	1387.6	1443.45	21.6	0.33360	0.90561
Rv3556c	fadA6	acetyl-CoA acetyltransferase 	16	57.7	89.1	0.63	2769.8	2850.14	31.4	0.50000	0.94141
Rv3557c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	16	92.7	104.8	0.18	4448.2	3354.17	12.1	0.77300	0.99634
Rv3558	PPE64	PPE FAMILY PROTEIN 	17	136.1	238.6	0.81	6940.6	8113.38	102.5	0.01890	0.26600
Rv3559c	-	short chain dehydrogenase 	8	26.5	31.1	0.23	636.6	497.35	4.6	0.77110	0.99595
