Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv2128,-,Conserved transmembrane protein,NE,cell wall and cell processes,-0.83,-0.8,-0.2,0.04,-0.55,6.54,-0.19,-0.02,-0.78,-0.27,-0.1,0.43,0.54,1.08,-0.01,1.05,1.31,0.36,1.32,0.51,-0.01,-3.41,-3.41,-5.56,-1.03,1.11,2.28,5.61,-0.08,1.28,4.99,0.3,-8.32,-0.61,-0.29,-0.57,-0.92,-1.36,1.51,-0.63,0.13,-0.27,-0.42,-0.15,1.52,-0.38,-1.01,0.24,0.26,0.52,-0.09,-0.17,-0.18,-0.24,-1.9,0.03,0.98,0.02,-0.62,-1.33,2.71,-0.01,-1.82,0.2,4.083103993059952,1.5364316859829414,1.5504505187901958,-16.826427,8.401783,4
Rv2129c,-,Probable oxidoreductase,NE,intermediary metabolism and respiration,0.15,0.14,0.17,0.11,0.14,0.12,0.34,-0.0,0.32,-0.06,0.52,0.32,-0.2,1.32,0.98,0.25,0.34,0.62,0.12,0.35,0.8,1.94,-0.96,2.26,0.55,0.23,2.28,0.19,-0.15,1.25,-2.25,-1.55,-3.06,-0.04,0.11,-0.16,-0.85,-0.06,0.02,-0.12,0.01,-0.15,-0.02,0.13,2.28,0.04,-0.04,-0.29,0.09,-0.49,-0.26,-0.11,0.03,0.11,0.28,-0.14,0.19,-0.45,0.19,0.6,1.26,-0.15,-1.31,-0.39,-1.7838891525140144,-2.075386114227759,1.0790261518802555,31.073744,-0.73521334,0
Rv2130c,mshC,Cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase MshC,GD,intermediary metabolism and respiration,3.18,2.9,-0.3,-0.3,-0.21,0.0,-0.08,1.15,0.14,-0.08,0.0,-0.04,-0.04,-2.0,-3.59,-2.54,1.27,-3.34,-2.07,-2.12,-1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.47,0.0,-1.12,-1.52,1.06,-6.5,3.46,0.0,0.0,0.0,0.0,2.06,-0.04,-0.07,4.42,2.67,1.51,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3930276273485096,0.6661874988781186,-1.7429950695731866,31.13018,-0.7558309,0
Rv2131c,cysQ,Monophosphatase CysQ,NE,intermediary metabolism and respiration,-1.18,-1.57,-2.48,-3.8,-2.51,-1.88,3.31,-2.31,3.45,3.5,0.0,0.0,0.0,0.52,1.21,1.71,-0.29,0.69,0.67,0.84,0.36,-5.31,0.0,-7.96,-3.58,-0.93,-6.75,-1.88,0.0,-6.75,-1.88,0.0,-0.19,-2.14,-2.95,0.0,-6.77,-3.59,-2.02,0.99,1.11,-0.41,-0.41,0.0,-3.12,0.31,1.21,-0.3,0.5,9.05,5.89,-0.5,-0.13,-0.87,0.66,-1.35,-3.86,3.18,-2.02,-2.07,4.9,0.0,-4.63,-4.63,0.11088225860354144,-2.2430247709013296,-4.188081585094036,4.165593,19.036272,1
Rv2132,-,hypothetical protein,NE,conserved hypotheticals,0.33,0.06,0.27,0.96,0.46,-5.35,-0.1,0.31,-1.33,0.37,-0.59,-0.35,0.25,-0.14,-0.14,0.28,0.44,0.12,-0.36,0.78,0.69,0.9,0.28,0.68,-0.12,0.1,0.0,-0.96,-0.06,-0.1,-0.58,0.42,-3.15,-0.0,0.1,-0.98,0.41,-0.07,0.48,0.93,0.77,-0.13,-0.37,-0.24,1.22,-0.16,-0.2,0.09,-0.06,-0.13,0.14,-0.02,0.26,0.06,-0.97,0.37,-0.47,0.08,-0.03,0.63,-0.33,-0.26,0.15,0.26,-1.0817891503739478,-1.1192150326646135,0.7996767831147018,3.3982627,-7.7787604,3
Rv2133c,-,hypothetical protein,NE,conserved hypotheticals,0.34,-0.06,0.01,0.32,-0.23,-1.69,0.93,-0.05,1.19,1.04,0.11,0.2,0.09,-0.02,-0.7,-0.25,-0.31,-0.44,-0.23,0.04,-0.7,0.38,0.92,-1.16,-1.83,-0.29,1.45,1.0,-0.07,1.72,1.21,-0.14,-0.17,0.46,0.34,-0.5,0.41,-0.33,0.53,-0.27,-0.28,-0.02,-0.35,-0.34,0.47,0.14,0.32,-0.26,-0.39,0.4,0.38,-0.55,-0.45,-0.17,1.23,0.19,-0.36,1.11,-0.22,-0.11,0.11,1.0,0.73,-0.57,-1.3902576982088486,-3.1941579716571002,1.516241617979208,-12.115667,-18.999765,3
Rv2134c,-,hypothetical protein,NE,conserved hypotheticals,0.14,0.06,-0.0,-0.05,-0.61,-6.0,0.76,-0.7,0.82,0.97,-0.8,-0.41,0.39,-0.73,-0.83,0.1,0.14,-0.4,-0.41,-0.23,-0.26,-0.18,0.56,-0.58,-0.79,-0.39,0.45,0.28,-0.35,-1.81,-0.89,0.74,-1.66,0.27,0.11,-1.15,-0.8,-1.14,-0.21,0.13,0.34,2.96,2.83,-0.13,-0.74,0.2,0.23,-0.47,-0.76,1.66,1.09,-0.98,0.05,-0.24,0.11,0.34,0.43,0.31,0.42,-0.77,0.24,-1.12,-0.78,-0.85,7.513059746320342,0.886798441814699,1.9056271654673969,-21.873316,29.132322,3
Rv2135c,-,hypothetical protein,NE,conserved hypotheticals,0.03,0.3,0.61,1.19,0.13,-0.39,-0.99,0.45,-4.1,-2.15,0.0,0.0,0.0,1.07,-1.67,-0.25,-1.14,-0.01,-0.36,-0.1,-0.47,-2.06,0.0,-1.2,-0.39,0.0,-1.2,-0.39,0.0,-1.2,-0.39,0.0,0.0,-0.81,-0.79,-3.89,-3.09,0.39,1.08,-3.03,0.42,0.0,0.0,0.0,0.0,-1.83,-3.29,1.61,6.49,-2.08,-2.37,-0.89,-0.38,0.39,1.6,-2.77,0.79,0.21,0.0,0.0,6.23,-1.11,-4.82,-5.48,-5.498938033999913,-0.16726909038498874,3.284291898374418,20.563547,2.2377596,1
Rv2136c,-,Possible conserved transmembrane protein,NE,cell wall and cell processes,0.03,-0.03,-0.03,0.69,-0.41,1.32,0.18,-0.15,-0.23,-0.2,-0.39,-0.26,0.13,-0.09,-0.0,0.15,0.08,-0.13,-0.02,0.55,0.64,1.0,0.48,2.53,2.21,0.67,-0.47,-1.01,0.45,-0.23,-3.52,-2.3,0.01,-0.37,-0.03,-0.06,-0.84,-0.08,0.1,-1.93,0.54,-0.08,-0.12,-0.04,0.74,-0.03,-0.33,0.65,3.6,-0.92,-0.66,-0.6,-0.16,0.17,1.15,-0.19,0.5,-0.28,-0.34,-0.48,0.3,0.82,0.05,0.04,5.293391670948016,-2.451132053514742,0.8466065140562022,-14.616763,33.23663,0
Rv2137c,-,hypothetical protein,NE,conserved hypotheticals,0.01,0.15,-0.11,-0.01,-0.2,-7.71,-0.06,0.07,-0.43,-0.24,1.97,0.98,-0.99,0.01,0.3,-0.64,-0.42,-0.4,-1.08,-0.19,-0.51,0.02,-0.64,-1.73,-2.42,-0.67,-6.02,-6.46,-0.42,0.65,0.91,0.28,-2.05,-0.2,-0.25,1.67,-1.85,0.35,-0.77,-0.08,-0.81,-1.13,-0.89,0.24,-0.06,-0.22,-0.26,-0.35,-0.59,0.3,0.47,0.21,0.09,-0.02,-1.38,0.58,-0.03,-1.49,-0.95,-0.21,0.53,-0.01,-1.04,-0.59,1.1095793492604265,-3.434981833748201,-1.607156607690547,7.131436,25.660742,0
Rv2138,lppL,Probable conserved lipoprotein LppL,GD,cell wall and cell processes,-0.71,0.11,0.36,-0.87,0.24,-1.97,0.44,-0.09,1.03,-0.72,1.46,1.9,0.44,0.24,-2.47,-0.24,1.34,0.42,-0.74,2.48,-0.15,0.2,-1.66,-1.82,-5.93,0.07,2.57,2.17,-0.19,1.58,0.32,-1.06,-0.09,-0.1,-0.69,0.63,0.4,-1.27,-0.85,-0.17,1.79,1.26,2.82,1.56,1.1,0.05,-0.28,-0.07,0.02,-0.08,-0.04,-1.42,-0.23,0.1,-5.39,0.0,-1.41,-3.18,-0.48,1.1,3.17,2.57,-4.47,-2.94,2.0213689583796066,-1.6282084736384688,-4.019026329604826,6.4272065,27.27479,3
Rv2140c,TB18.6,Conserved protein TB18.6,NE,conserved hypotheticals,0.57,0.9,0.16,-0.45,-0.03,-0.52,1.28,-0.31,-0.09,1.35,-1.49,-3.16,-1.67,-0.02,1.25,-0.23,0.44,0.42,0.53,1.16,1.15,-5.77,-0.68,1.89,4.84,-2.82,0.23,2.39,-3.61,-2.47,0.68,-2.62,1.6,0.8,0.76,-0.1,1.08,-4.91,0.05,1.0,0.35,1.98,1.61,-0.36,1.8,-1.15,-3.01,1.19,1.86,-2.77,-1.87,0.76,0.69,0.72,-0.99,-2.65,0.82,1.22,0.91,0.91,1.09,0.59,-1.05,-4.7,1.9742212628340299,-0.6750698609405112,1.0420182645833385,-10.000166,7.182431,4
Rv2141c,-,hypothetical protein,NE,intermediary metabolism and respiration,0.01,-0.09,0.21,0.42,0.21,-5.74,-0.13,0.16,-0.49,-0.29,0.05,-0.28,-0.33,-1.08,0.26,-0.32,0.65,-0.32,0.09,-0.17,-0.44,0.9,-0.56,1.55,-0.19,-0.85,1.26,0.52,0.15,0.87,-1.18,-1.16,-2.49,0.21,0.01,-0.91,0.18,-0.38,0.07,0.2,-0.18,-0.68,-0.25,0.43,-0.09,-0.2,-0.13,0.19,0.1,0.63,0.52,-0.22,-0.05,-0.01,0.47,-1.14,0.29,1.26,0.02,0.54,-0.2,0.37,-0.07,-0.6,1.6620967792309072,-1.023855852528766,-0.9048146007603437,-3.5990524,3.8527882,3
Rv2142c,parE2,Possible toxin ParE2,GA,"virulence, detoxification, adaptation",-0.36,-0.28,-0.03,0.57,-0.13,-1.01,0.32,-0.16,0.36,0.14,0.13,-0.12,-0.24,-1.06,-1.05,0.21,-0.65,-0.55,-0.62,-0.58,-0.49,2.41,-1.73,0.8,-1.21,0.41,-0.2,-2.78,-0.17,0.8,-1.23,0.38,5.29,-0.19,-0.25,0.59,-1.31,-0.29,-0.11,-0.01,-0.24,0.0,-0.19,-0.19,0.43,-0.02,0.19,0.22,0.26,-0.96,-0.88,-0.41,0.09,-0.0,-0.42,-0.04,0.37,0.04,0.15,0.2,0.7,0.99,-0.74,0.0,-1.0233385453551325,-0.35763879689338995,1.3145417355096702,4.7905436,-2.7324698,0
Rv2143,-,hypothetical protein,GA,conserved hypotheticals,-0.02,-0.0,0.04,0.64,-0.29,0.26,-0.01,-0.1,0.1,-0.31,-0.15,-0.23,-0.08,0.04,-0.58,-0.17,-0.13,-0.22,-0.34,0.66,-0.3,-0.37,0.05,-0.02,0.96,0.61,1.12,1.75,0.26,-0.16,-0.24,-0.46,2.54,0.34,0.26,0.34,0.07,-0.56,1.43,-0.18,0.12,-1.0,-0.68,0.31,0.31,0.21,0.29,0.01,-0.17,-0.04,-0.1,0.19,0.34,-0.07,-0.35,0.01,-0.36,-0.31,0.19,0.68,-1.09,0.37,0.61,0.34,-1.0546003063936757,-0.6116483706867182,0.9310018631778219,16.900438,-4.6212363,0
Rv2144c,-,Probable transmembrane protein,GA,cell wall and cell processes,-0.47,-0.42,-0.84,-0.22,-0.3,-7.33,0.85,0.25,1.76,-0.3,-3.28,-2.78,0.5,0.21,0.94,0.59,-0.34,0.19,0.27,-0.67,-1.08,3.0,-3.42,-4.87,-7.15,-0.68,2.45,-1.24,-0.69,0.36,-8.1,-5.46,5.52,-0.07,-0.06,0.29,-0.44,-1.15,-1.34,-2.16,1.62,-1.32,-2.16,-0.84,-0.2,0.32,0.41,-0.67,-0.98,-0.27,0.06,-0.06,-0.47,-0.73,-0.54,-0.55,2.1,1.06,1.12,-0.29,1.57,2.35,0.24,-1.8,-1.7902328151396791,-3.6332421903456558,-0.22659354566516002,-18.232498,-21.148993,2
Rv2146c,-,Possible conserved transmembrane protein,Uncertain,cell wall and cell processes,-0.01,-1.76,-0.46,-3.51,-0.7,0.0,3.92,-1.1,5.44,4.16,3.91,-2.01,-5.91,0.65,-1.44,-1.15,-0.6,-1.61,-0.72,1.47,-0.71,-5.72,0.0,-5.72,0.0,0.0,-5.72,0.0,0.0,-4.88,0.0,-1.46,0.0,-0.82,0.18,1.56,-2.57,-2.29,-6.17,-6.01,-0.5,0.0,2.45,2.45,-1.95,0.84,-1.01,0.2,1.98,1.9,1.13,2.02,-1.33,0.28,4.6,0.7,2.3,3.26,1.64,3.26,-0.59,3.29,2.52,-5.0,-0.24332547271340904,1.0914630437865436,3.545743319391294,-18.801634,0.1027086,1
Rv2148c,-,hypothetical protein,NE,conserved hypotheticals,0.38,0.59,-0.25,-1.47,-0.23,3.67,0.69,-0.3,0.27,0.46,0.17,0.5,0.33,1.3,-1.14,-0.1,0.05,0.41,1.29,1.36,1.03,-1.56,0.92,-0.54,0.71,-0.31,0.22,1.8,0.02,1.27,2.62,-0.21,-0.36,0.47,0.61,2.35,-2.96,-2.15,-0.3,0.31,0.49,-0.24,0.21,0.45,0.51,0.05,-0.28,-0.07,0.05,-0.51,-0.31,-0.42,-0.58,-0.42,0.47,-0.97,-0.46,0.32,0.41,1.1,0.07,0.74,-0.33,-1.76,-1.082992503077745,-3.7881650394759347,0.4690014296522801,14.693907,-8.790412,4
Rv2149c,yfiH,Conserved protein YfiH,NE,conserved hypotheticals,-0.23,-0.2,0.14,-0.16,-0.08,3.65,0.68,-0.11,0.06,-0.2,-0.83,-1.36,-0.53,0.72,-1.39,0.19,-0.34,-0.11,0.35,1.01,-0.15,-2.93,1.06,1.14,4.41,0.35,-1.54,1.39,0.0,-1.08,1.01,-0.84,2.72,-0.01,0.08,0.18,-2.12,-1.01,-0.35,0.85,0.38,0.9,0.95,0.05,1.9,-0.23,-1.24,0.73,1.04,-0.17,-0.31,-0.49,-0.85,-0.52,-1.0,-0.42,-0.1,0.77,0.3,0.22,0.59,0.86,-0.25,-1.18,-3.217798483480224,6.693647472395361,-4.873512541003416,17.430737,-46.605057,4
Rv2154c,ftsW,FtsW-like protein FtsW,ESD,cell wall and cell processes,0.01,-0.45,0.01,-6.97,-0.32,-0.42,1.43,-0.14,3.29,1.22,1.86,1.76,-0.11,-1.88,-0.89,-0.51,1.42,-0.32,1.61,-0.25,0.1,-4.91,2.41,-0.64,1.95,-2.32,-3.48,-0.75,0.26,-1.33,-0.42,-2.33,0.14,-0.42,-0.46,0.74,-2.4,-1.29,-0.44,1.21,1.53,-1.09,-0.69,0.4,-0.83,-0.21,0.31,0.47,1.86,-1.12,-0.99,1.14,0.95,0.21,-2.78,-0.55,-0.71,-3.96,-0.31,0.29,2.3,-3.18,-1.59,-0.86,0.6196408154642576,-0.7348867251167592,4.551769091946216,-5.1019907,-2.5190287,0
Rv2159c,-,hypothetical protein,NE,conserved hypotheticals,0.71,0.49,-0.25,0.08,0.22,2.31,0.57,0.05,-0.15,1.0,-0.17,0.29,0.46,2.51,1.38,1.08,0.32,0.9,0.55,1.3,0.6,-1.16,-1.1,-1.87,-0.28,0.44,0.41,1.23,-0.34,-0.26,1.0,0.11,1.86,0.95,0.59,-0.44,1.71,1.11,-0.68,-0.32,0.69,1.33,1.24,-0.09,0.66,-0.05,-0.89,0.06,-0.05,0.22,0.1,-0.09,0.35,-0.22,0.95,-0.11,0.36,0.85,-1.1,0.23,-0.1,0.1,-0.12,-0.51,3.8212864876005264,-1.0270960151051096,-3.3620023066783506,-8.837999,30.134972,0
Rv2160A,-,hypothetical protein,NE,regulatory proteins,0.44,0.27,-0.46,-1.65,0.11,-1.23,0.37,-0.34,0.22,0.34,-0.21,0.18,0.39,2.36,0.51,-0.13,-0.26,0.52,0.65,0.85,0.78,0.11,0.29,-2.63,-0.44,2.29,-5.91,-5.38,1.34,-0.41,0.34,0.86,2.12,-0.0,-0.63,-0.55,0.02,1.23,1.32,-1.47,1.73,0.4,-0.15,-0.55,-0.48,-0.12,-0.45,0.24,-0.34,0.27,0.21,0.22,0.75,0.29,2.26,-0.29,-0.03,0.96,-0.55,-1.51,1.51,-0.41,-1.17,-1.05,-3.715254855309176,-0.8980214867506005,-0.9526087077415502,11.08546,3.9108186,0
Rv2161c,-,hypothetical protein,NE,intermediary metabolism and respiration,0.16,0.16,-0.14,-0.3,-0.3,-1.59,0.22,-0.17,-0.13,-0.26,-0.26,-0.26,-0.0,-0.15,-0.03,0.36,-0.08,-0.17,0.04,0.04,-0.15,1.52,-0.2,0.79,-0.32,0.41,0.22,-2.33,-1.03,0.65,-1.17,-0.3,1.0,0.24,0.19,-0.61,0.23,0.34,-0.75,-0.44,0.34,0.98,0.98,0.0,0.95,-0.15,-0.64,0.35,0.3,-1.13,-1.3,-0.14,0.34,-0.15,0.6,-0.17,-0.59,-0.24,0.47,1.25,0.1,-0.35,-0.02,-2.14,0.7167407702745104,1.854696812693778,4.26204753759031,-18.532446,-2.33768,0
Rv2162c,PE_PGRS38,PE-PGRS family protein PE_PGRS38,NE,PE/PPE,0.51,0.46,-0.13,-0.96,0.21,-6.7,-0.25,0.14,0.28,-0.04,-0.26,-0.4,-0.13,-0.21,-0.45,-0.2,0.46,-0.27,0.66,-0.16,-0.14,1.1,-1.95,0.26,-1.3,-0.46,0.46,0.36,1.0,-0.09,-1.37,-0.19,0.39,0.57,0.3,-0.7,0.19,0.16,1.55,-0.09,-1.4,0.05,-0.4,-0.45,0.32,0.01,-0.3,-0.08,-0.04,0.23,-0.1,-0.19,0.14,0.04,0.02,-0.32,0.42,-0.34,0.58,-0.85,-1.97,0.6,0.34,-0.93,-2.0909745436902982,-1.8743432420412027,-0.6460820856742227,8.956343,13.849632,3
Rv2163c,pbpB,Probable penicillin-binding membrane protein PbpB,ESD,cell wall and cell processes,-0.04,-0.04,-0.41,0.0,-0.41,0.0,0.0,-0.41,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.32,1.74,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.04,3.04,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.263135924825239,-0.5536144784776639,3.822938441497488,3.6056275,-22.656649,0
Rv2164c,-,Probable conserved proline rich membrane protein,GD,cell wall and cell processes,-1.64,-0.64,-1.6,-3.11,-1.54,0.0,3.54,-1.38,4.48,3.68,0.0,0.0,0.0,-0.16,-0.16,3.51,-0.16,-0.16,-0.16,-0.16,-0.16,0.0,0.0,0.0,0.0,0.0,0.63,0.0,-0.63,0.0,0.0,0.0,0.0,1.56,-1.4,0.0,-2.27,1.76,0.0,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.22,0.0,0.0,0.0,0.0,-1.13,0.0,-1.31,-1.13,0.0,0.0,0.0,0.0,-0.65,-0.65,-2.3275772544281,-1.2446229326504783,0.09662322961345694,11.292976,-10.60471,0
Rv2165c,-,hypothetical protein,GD,conserved hypotheticals,-0.24,-0.78,0.19,-4.79,0.15,-0.11,-0.2,-0.59,0.14,0.19,-0.11,-0.14,-0.37,3.32,-0.6,0.95,0.79,1.31,1.33,0.6,0.6,0.11,0.0,1.1,1.93,-1.88,0.0,-0.11,0.0,0.0,-0.11,0.0,0.0,0.06,-0.83,0.0,-2.79,0.06,-1.17,-3.49,3.34,0.0,0.0,0.0,0.82,-0.38,-0.38,1.48,3.84,-0.7,-0.46,1.59,-2.88,-2.94,-3.8,1.6,-0.08,0.53,-0.17,0.44,-2.71,0.0,-0.47,-3.12,2.7497178031453444,-0.6502188073415082,-0.4320515059651331,-7.3808727,20.443438,4
Rv2166c,-,hypothetical protein,NE,conserved hypotheticals,-3.08,-2.08,-3.77,-6.86,-1.06,0.0,1.87,0.26,1.27,0.95,0.0,0.0,0.0,-1.3,-0.85,-0.73,-0.05,-0.73,2.31,0.01,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,0.23,-7.43,0.0,-2.57,-1.48,0.0,-6.3,-7.59,0.0,-5.27,0.49,0.0,0.0,0.0,1.34,-0.38,-0.38,0.12,-0.27,-0.2,-0.08,0.0,-1.45,-0.36,-6.83,0.0,1.82,-6.83,0.0,0.0,6.85,0.0,-5.75,-5.75,-0.6208578288924197,-0.29900862951164214,-3.4702710706073776,4.7224565,19.002754,1
Rv2167c,-,Probable transposase,NE,insertion seqs and phages,-0.34,-0.43,0.01,-0.18,0.05,0.37,-0.08,-0.21,-0.02,-0.12,0.09,0.08,-0.02,1.15,-0.15,0.37,0.44,-0.39,0.68,-3.4,0.69,0.5,0.13,0.4,0.06,0.17,0.32,-0.02,0.16,0.57,0.38,0.32,3.34,-0.61,-0.24,0.6,-1.06,-0.74,0.37,-0.15,0.28,1.79,1.45,-0.34,0.32,0.12,-0.02,0.16,0.39,-0.13,-0.16,0.01,0.16,0.03,-0.22,-0.09,0.59,0.03,-0.09,-0.24,-0.22,0.58,0.11,0.84,-1.2703750232205495,0.9838960841755025,0.27952077222793853,-10.751666,-31.998348,0
Rv2168c,-,Putative transposase for insertion sequence element IS6110 (fragment),NE,insertion seqs and phages,-0.08,-0.34,-0.05,-0.43,0.15,-0.73,0.15,0.15,-0.26,-0.5,-0.15,-0.1,0.05,1.14,-0.31,-0.21,0.54,-0.48,0.7,-3.35,0.38,0.18,0.82,-0.49,0.47,1.14,-0.11,-0.96,-0.68,0.62,0.21,-0.23,-1.48,-0.35,-0.02,0.4,-0.75,-0.87,0.36,-0.15,0.11,1.91,1.51,-0.4,0.27,0.13,0.0,0.13,0.35,0.02,-0.25,0.39,0.06,0.06,0.3,-0.17,0.36,-0.0,-0.48,-1.54,-0.32,0.09,-0.04,1.01,-1.0993908275269102,-1.0155020031392565,0.8137080369010953,24.661587,-11.258096,0
Rv2169c,-,Probable conserved transmembrane protein,NE,cell wall and cell processes,1.72,1.31,-0.84,-3.65,-1.22,0.0,0.02,-0.38,-4.94,-0.26,0.0,-0.4,-0.4,1.21,0.0,1.17,1.54,1.12,2.14,-0.64,0.37,0.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,-0.33,0.04,0.73,0.0,-3.73,-0.54,0.73,-0.29,8.49,0.0,0.0,0.0,0.0,-1.02,-1.97,-2.04,-4.0,0.22,-0.1,-1.78,-1.8,-4.28,-2.12,0.0,-0.86,-4.33,0.0,0.0,0.0,0.0,-3.49,-3.49,-2.2890446647487432,-0.8470483718127706,0.9816288431380251,-14.156108,-22.36461,1
Rv2170,-,GCN5-related N-acetyltransferase,NE,intermediary metabolism and respiration,-0.17,-0.09,-0.58,0.46,-0.43,1.41,-0.55,0.22,-0.7,0.4,-0.93,-0.52,0.41,-0.4,0.67,0.44,-0.18,0.04,0.74,0.25,-0.42,-3.7,-0.41,0.85,1.32,-3.24,3.48,6.8,-0.38,2.85,3.46,-3.09,-1.36,-0.43,-0.13,1.44,-0.99,0.02,0.33,-1.51,-1.8,1.21,1.23,0.02,4.89,-0.35,-2.84,-0.31,-0.88,-1.06,-0.96,-1.08,-2.86,-0.75,0.3,-0.95,-0.66,-1.39,-1.38,-0.47,-0.0,0.94,0.26,-4.16,-2.6370811091515707,4.428815091574571,2.7690408702397793,0.2753933,-33.816555,1
Rv2171,lppM,Probable conserved lipoprotein LppM,NE,cell wall and cell processes,-0.31,-0.11,-0.22,0.79,-0.45,-1.7,0.95,0.02,-0.3,0.86,-0.87,-1.32,-0.46,-0.16,0.98,0.36,-0.07,0.13,1.23,-0.23,-0.33,-3.1,1.5,1.38,2.64,-1.84,1.64,7.7,2.97,-0.5,1.81,-0.79,0.04,-0.61,-0.31,-0.86,-0.85,-7.79,2.88,2.39,0.64,-1.07,-0.38,0.7,2.03,-0.51,-1.96,-0.2,-0.45,0.23,-0.02,-2.3,-2.79,-2.05,-1.5,-0.66,-0.3,-1.96,-0.03,-1.68,-2.38,1.31,-0.2,-2.56,-1.5774629889829974,0.3271692600844363,2.03398129430724,24.978045,-3.3136125,0
