#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv3028c	fixB	PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (ALPHA-SUBUNIT) FIXB (ALPHA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN LARGE SUBUNIT) (ETFLS) 	16	4.9	7.9	0.69	19.6	31.58	12.0	0.91130	1.00000
Rv3029c	fixA	PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (BETA-SUBUNIT) FIXA (BETA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN SMALL SUBUNIT) (ETFSS) 	20	19.3	24.7	0.35	386.6	494.12	107.5	0.66700	1.00000
Rv3030	-	hypothetical protein Rv3030 	7	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv3031	-	hypothetical protein Rv3031 	17	0.6	0.4	-0.33	4.4	3.51	-0.9	1.00000	1.00000
Rv3032	-	POSSIBLE TRANSFERASE 	18	25.6	33.0	0.37	664.4	858.10	193.7	0.63860	1.00000
Rv3033	-	hypothetical protein Rv3033 	9	0.0	4.5	2.45	0.0	8.95	9.0	0.32540	1.00000
Rv3034c	-	POSSIBLE TRANSFERASE 	19	73.8	55.0	-0.42	2362.7	1761.07	-601.7	0.49980	1.00000
Rv3035	-	hypothetical protein Rv3035 	25	68.6	37.2	-0.88	2880.6	1563.94	-1316.7	0.09670	0.87654
Rv3036c	TB22.2	PROBABLE CONSERVED SECRETED PROTEIN TB22.2 	12	49.2	45.7	-0.11	787.6	731.68	-56.0	0.88050	1.00000
Rv3037c	-	hypothetical protein Rv3037c 	13	60.5	34.6	-0.81	968.7	553.24	-415.5	0.41550	1.00000
Rv3038c	-	hypothetical protein Rv3038c 	15	45.5	20.9	-1.12	727.5	334.10	-393.4	0.48660	1.00000
Rv3039c	echA17	enoyl-CoA hydratase 	13	12.5	19.2	0.62	249.6	383.32	133.7	0.52270	1.00000
Rv3040c	-	hypothetical protein Rv3040c 	9	33.7	29.7	-0.18	539.4	475.42	-64.0	0.76240	1.00000
Rv3041c	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 	10	6.2	24.0	1.96	61.6	239.72	178.1	0.54190	1.00000
Rv3042c	serB2	phosphoserine phosphatase 	18	7.3	5.4	-0.45	44.1	32.18	-11.9	0.70270	1.00000
Rv3043c	ctaD	PROBABLE CYTOCHROME C OXIDASE POLYPEPTIDE I CTAD (CYTOCHROME AA3 SUBUNIT 1) 	22	48.5	25.9	-0.90	679.2	363.17	-316.0	0.61940	1.00000
Rv3044	fecB	PROBABLE FEIII-DICITRATE-BINDING PERIPLASMIC LIPOPROTEIN FECB 	23	46.3	27.0	-0.78	1946.5	1135.52	-811.0	0.26390	1.00000
Rv3045	adhC	PROBABLE NADP-DEPENDENT ALCOHOL DEHYDROGENASE ADHC 	13	28.1	39.5	0.49	617.5	869.83	252.3	0.38720	1.00000
Rv3046c	-	hypothetical protein Rv3046c 	5	33.1	55.0	0.73	331.4	549.95	218.6	0.34150	1.00000
Rv3047c	-	hypothetical protein Rv3047c 	13	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv3048c	nrdF	ribonucleotide-diphosphate reductase subunit beta 	13	64.2	46.8	-0.46	1284.8	936.97	-347.9	0.52690	1.00000
Rv3049c	-	PROBABLE MONOOXYGENASE 	33	58.2	66.7	0.20	3376.9	3869.41	492.5	0.60090	1.00000
Rv3050c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	17	56.1	18.8	-1.57	336.6	113.02	-223.6	0.42080	1.00000
Rv3051c	nrdE	ribonucleotide-diphosphate reductase subunit alpha 	58	286.9	71.3	-2.01	2295.2	570.63	-1724.6	0.18740	1.00000
Rv3052c	nrdI	ribonucleotide reductase stimulatory protein 	15	73.0	29.9	-1.29	1313.4	537.44	-776.0	0.16030	1.00000
Rv3053c	nrdH	PROBABLE GLUTAREDOXIN ELECTRON TRANSPORT COMPONENT OF NRDEF (GLUTAREDOXIN-LIKE PROTEIN) NRDH 	3	5.7	5.7	-0.01	34.2	33.98	-0.2	1.00000	1.00000
Rv3054c	-	hypothetical protein Rv3054c 	7	59.4	22.2	-1.42	712.2	265.96	-446.2	0.37620	1.00000
Rv3055	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	15	69.9	61.9	-0.18	1817.6	1608.11	-209.5	0.71070	1.00000
Rv3056	dinP	DNA polymerase IV 	19	43.0	95.0	1.14	1462.4	3230.11	1767.7	0.02000	0.48553
Rv3057c	-	short chain dehydrogenase 	18	26.5	58.8	1.15	847.3	1882.69	1035.3	0.09930	0.87903
Rv3058c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	11	60.9	41.6	-0.55	1219.0	832.38	-386.6	0.52650	1.00000
Rv3059	cyp136	PROBABLE CYTOCHROME P450 136 CYP136 	29	42.5	60.2	0.50	2295.4	3253.20	957.8	0.29910	1.00000
Rv3060c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	21	11.8	9.6	-0.30	331.1	268.50	-62.6	0.66210	1.00000
Rv3061c	fadE22	PROBABLE ACYL-CoA DEHYDROGENASE FADE22 	31	33.7	41.4	0.30	1617.3	1988.63	371.4	0.59900	1.00000
Rv3062	ligB	ATP-dependent DNA ligase 	21	40.6	46.0	0.18	1460.7	1657.49	196.8	0.73810	1.00000
Rv3063	cstA	PROBABLE CARBON STARVATION PROTEIN A HOMOLOG CSTA 	37	50.8	62.2	0.29	3248.3	3977.82	729.5	0.50750	1.00000
Rv3064c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	9	33.8	43.3	0.36	540.2	692.40	152.2	0.56890	1.00000
Rv3065	mmr	MULTIDRUGS-TRANSPORT INTEGRAL MEMBRANE PROTEIN MMR 	7	49.6	30.7	-0.69	495.5	307.22	-188.3	0.50550	1.00000
Rv3066	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY DEOR-FAMILY) 	14	39.2	58.6	0.58	784.9	1172.79	387.9	0.33260	1.00000
Rv3067	-	hypothetical protein Rv3067 	7	57.8	43.9	-0.40	693.1	526.93	-166.2	0.61310	1.00000
Rv3068c	pgmA	phosphoglucomutase 	35	30.9	43.0	0.48	1794.0	2496.21	702.3	0.18710	1.00000
Rv3069	ccrB	camphor resistance protein CrcB 	9	23.4	38.6	0.72	373.8	617.04	243.2	0.38140	1.00000
Rv3070	ccrB	camphor resistance protein CrcB 	3	24.5	21.6	-0.18	147.1	129.43	-17.7	0.87190	1.00000
Rv3071	-	hypothetical protein Rv3071 	23	31.5	22.8	-0.47	1135.7	821.02	-314.7	0.39930	1.00000
Rv3072c	-	hypothetical protein Rv3072c 	10	21.5	32.8	0.61	300.8	459.84	159.0	0.59250	1.00000
Rv3073c	-	hypothetical protein Rv3073c 	5	39.5	41.2	0.06	394.7	411.56	16.9	0.95200	1.00000
Rv3074	-	hypothetical protein Rv3074 	18	30.2	53.5	0.82	724.9	1282.89	558.0	0.19680	1.00000
Rv3075c	-	hypothetical protein Rv3075c 	15	33.1	23.3	-0.51	728.4	512.14	-216.3	0.86210	1.00000
Rv3076	-	hypothetical protein Rv3076 	9	15.7	39.2	1.32	251.3	627.34	376.0	0.06360	0.78445
Rv3077	-	POSSIBLE HYDROLASE 	39	23.2	47.8	1.05	1483.2	3061.33	1578.1	0.04990	0.73750
Rv3078	hab	PROBABLE HYDROXYLAMINOBENZENE MUTASE HAB 	7	62.7	46.8	-0.42	878.5	655.45	-223.0	0.62820	1.00000
Rv3079c	-	hypothetical protein Rv3079c 	15	17.2	24.1	0.49	481.2	676.19	195.0	0.44310	1.00000
Rv3080c	pknK	PROBABLE SERINE/THREONINE-PROTEIN KINASE TRANSCRIPTIONAL REGULATORY PROTEIN PKNK (PROTEIN KINASE K) (STPK K) 	31	35.9	29.2	-0.30	1578.0	1284.85	-293.2	0.56040	1.00000
Rv3081	-	hypothetical protein Rv3081 	23	24.3	16.8	-0.53	727.6	504.62	-223.0	0.42220	1.00000
Rv3082c	virS	VIRULENCE-REGULATING TRANSCRIPTIONAL REGULATOR VIRS (ARAC/XYLS FAMILY) 	21	20.2	25.6	0.34	525.0	664.63	139.6	0.49770	1.00000
Rv3083	-	PROBABLE MONOOXYGENASE (HYDROXYLASE) 	23	29.6	35.7	0.27	1244.8	1497.55	252.8	0.69280	1.00000
Rv3084	lipR	PROBABLE ACETYL-HYDROLASE/ESTERASE LIPR 	8	4.2	13.1	1.63	59.0	183.03	124.1	0.11670	0.92022
Rv3085	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	9	35.9	46.7	0.38	573.6	747.53	173.9	0.58240	1.00000
Rv3086	adhD	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE ADHD (ALDEHYDE REDUCTASE) 	12	68.6	43.8	-0.65	1509.7	964.33	-545.4	0.23990	1.00000
Rv3087	-	hypothetical protein Rv3087 	13	45.8	48.1	0.07	1007.2	1058.04	50.8	0.89210	1.00000
Rv3088	-	hypothetical protein Rv3088 	19	25.0	33.3	0.41	901.5	1197.37	295.9	0.57320	1.00000
Rv3089	fadD13	PROBABLE CHAIN-FATTY-ACID-CoA LIGASE FADD13 (FATTY-ACYL-CoA SYNTHETASE) 	18	19.8	17.1	-0.22	555.7	477.98	-77.7	0.82340	1.00000
Rv3090	-	HYPOTHETICAL ALANINE AND VALINE RICH PROTEIN 	9	35.9	45.1	0.33	573.8	722.04	148.2	0.53410	1.00000
Rv3091	-	hypothetical protein Rv3091 	19	49.9	52.5	0.07	1796.7	1888.86	92.2	0.88870	1.00000
Rv3092c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	10	26.7	45.5	0.77	373.2	637.34	264.1	0.40310	1.00000
Rv3093c	-	HYPOTHETICAL OXIDOREDUCTASE 	15	34.9	75.9	1.12	698.1	1518.84	820.7	0.05100	0.73750
Rv3094c	-	hypothetical protein Rv3094c 	14	48.5	51.4	0.09	1356.7	1440.20	83.5	0.87970	1.00000
Rv3095	-	HYPOTHETICAL TRANSCRIPTIONAL REGULATORY PROTEIN 	6	113.8	132.6	0.22	1365.9	1591.07	225.2	0.76600	1.00000
Rv3096	-	hypothetical protein Rv3096 	22	67.8	92.4	0.45	2575.5	3509.87	934.4	0.39250	1.00000
Rv3097c	PE_PGRS63	PE-PGRS FAMILY PROTEIN, PROBABLY TRIACYLGLYCEROL LIPASE (ESTERASE/LIPASE) (TRIGLYCERIDE LIPASE) (TRIBUTYRASE) 	25	82.2	73.7	-0.16	3617.6	3241.76	-375.8	0.71070	1.00000
Rv3098c	-	hypothetical protein Rv3098c 	12	81.6	84.2	0.04	489.5	504.94	15.4	0.95050	1.00000
Rv3099c	-	hypothetical protein Rv3099c 	10	246.7	26.0	-3.25	1479.9	155.74	-1324.2	0.09910	0.87903
Rv3100c	smpB	SsrA-binding protein 	8	33.1	1.5	-4.49	397.0	17.66	-379.4	0.02740	0.54663
Rv3101c	ftsX	PUTATIVE CELL DIVISION PROTEIN FTSX (SEPTATION COMPONENT-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER) 	13	41.3	2.4	-4.11	825.3	47.91	-777.4	0.00480	0.18415
Rv3102c	ftsE	PUTATIVE CELL DIVISION ATP-BINDING PROTEIN FTSE (SEPTATION COMPONENT-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER) 	13	100.7	50.3	-1.00	2417.9	1207.20	-1210.7	0.38360	1.00000
Rv3103c	-	HYPOTHETICAL PROLINE-RICH PROTEIN 	2	31.4	77.7	1.31	125.6	310.64	185.0	0.36570	1.00000
Rv3104c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	17	63.5	56.9	-0.16	1015.8	909.89	-105.9	0.82240	1.00000
Rv3105c	prfB	peptide chain release factor 2 	19	104.8	59.0	-0.83	2305.1	1297.87	-1007.2	0.09710	0.87654
Rv3106	fprA	NADPH:ADRENODOXIN OXIDOREDUCTASE FPRA (NADPH-FERREDOXIN REDUCTASE) 	20	15.3	23.0	0.59	549.3	827.18	277.9	0.33150	1.00000
Rv3107c	agpS	POSSIBLE ALKYLDIHYDROXYACETONEPHOSPHATE SYNTHASE AGPS (ALKYL-DHAP SYNTHASE) (ALKYLGLYCERONE-PHOSPHATE SYNTHASE) 	21	19.4	19.1	-0.02	349.5	344.17	-5.4	0.98210	1.00000
Rv3108	-	hypothetical protein Rv3108 	17	68.5	28.6	-1.26	685.4	285.57	-399.9	0.70850	1.00000
Rv3109	moaA1	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN A MOAA1 	28	42.3	33.3	-0.34	1437.8	1132.47	-305.3	0.66790	1.00000
Rv3110	moaB1	PROBABLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB1 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD) 	14	30.5	14.4	-1.08	305.1	144.43	-160.7	0.42350	1.00000
Rv3111	moaC	molybdenum cofactor biosynthesis protein C 	6	10.8	32.2	1.57	65.0	193.26	128.3	0.41140	1.00000
Rv3112	moaD1	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D MOAD1 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 	5	60.6	10.6	-2.52	363.8	63.63	-300.2	0.84210	1.00000
Rv3113	-	POSSIBLE PHOSPHATASE 	13	37.0	16.5	-1.17	814.3	362.35	-452.0	0.14140	0.97106
Rv3114	-	hypothetical protein Rv3114 	9	27.7	26.4	-0.07	443.3	422.68	-20.7	0.91270	1.00000
Rv3115	-	PROBABLE TRANSPOSASE 	21	29.5	35.7	0.28	1003.3	1214.92	211.6	0.64250	1.00000
Rv3116	moeB2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN MOEB2 (MPT-SYNTHASE SULFURYLASE) (MOLYBDOPTERIN SYNTHASE SULPHURYLASE) 	24	85.5	70.0	-0.29	3764.0	3081.16	-682.8	0.45810	1.00000
Rv3117	cysA3	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA3 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	18	94.1	92.1	-0.03	3198.1	3130.94	-67.1	0.95630	1.00000
Rv3118	sseC1	CONSERVED HYPOTHETICAL PROTEIN SSEC1 	8	34.6	38.8	0.16	553.3	620.06	66.8	0.87600	1.00000
Rv3119	moaE1	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E MOAE1 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN 	7	37.4	66.1	0.82	373.7	660.64	286.9	0.63740	1.00000
Rv3120	-	hypothetical protein Rv3120 	8	32.0	47.8	0.58	384.2	573.84	189.7	0.49360	1.00000
Rv3121	cyp141	PROBABLE CYTOCHROME P450 141 CYP141 	27	51.3	66.4	0.37	1947.8	2523.85	576.1	0.47530	1.00000
Rv3122	-	hypothetical protein Rv3122 	6	90.7	123.8	0.45	725.5	990.25	264.8	0.50550	1.00000
Rv3123	-	hypothetical protein Rv3123 	6	92.1	74.0	-0.32	921.1	739.88	-181.2	0.88400	1.00000
Rv3124	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	27	48.6	40.3	-0.27	2431.6	2014.57	-417.0	0.50520	1.00000
Rv3125c	PPE49	PPE FAMILY PROTEIN 	18	57.1	27.5	-1.05	1711.9	824.99	-886.9	0.12890	0.94689
Rv3126c	-	hypothetical protein Rv3126c 	6	15.1	18.3	0.28	120.5	146.06	25.5	0.79550	1.00000
Rv3127	-	hypothetical protein Rv3127 	27	15.7	18.5	0.24	532.2	628.04	95.8	0.68470	1.00000
Rv3129	-	hypothetical protein Rv3129 	8	8.7	10.9	0.32	87.2	108.50	21.3	0.85060	1.00000
Rv3130c	-	hypothetical protein Rv3130c 	22	15.8	21.5	0.45	695.5	946.89	251.3	0.41730	1.00000
Rv3131	-	hypothetical protein Rv3131 	15	12.1	13.2	0.13	193.9	211.67	17.8	0.92660	1.00000
Rv3132c	devS	TWO COMPONENT SENSOR HISTIDINE KINASE DEVS 	31	26.4	27.7	0.06	1110.8	1161.34	50.5	0.90440	1.00000
Rv3133c	devR	TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN DEVR (PROBABLY LUXR/UHPA-FAMILY) 	9	23.5	62.9	1.42	375.8	1006.18	630.4	0.13210	0.95559
Rv3134c	-	hypothetical protein Rv3134c 	20	23.1	26.7	0.21	691.7	802.11	110.4	0.65770	1.00000
Rv3135	PPE50	PPE FAMILY PROTEIN 	10	22.6	33.8	0.58	451.8	676.64	224.8	0.39000	1.00000
Rv3136	PPE51	PPE FAMILY PROTEIN 	26	23.6	31.0	0.39	1085.8	1427.20	341.4	0.35160	1.00000
Rv3137	-	PROBABLE MONOPHOSPHATASE 	13	17.8	30.7	0.78	356.5	613.25	256.7	0.18740	1.00000
Rv3138	pflA	PROBABLE PYRUVATE FORMATE LYASE ACTIVATING PROTEIN PFLA (FORMATE ACETYLTRANSFERASE ACTIVATING ENZYME) (	26	30.9	45.9	0.57	1299.7	1929.11	629.4	0.44060	1.00000
Rv3139	fadE24	PROBABLE ACYL-CoA DEHYDROGENASE FADE24 	23	7.3	37.2	2.35	234.1	1189.86	955.7	0.00040	0.03470
Rv3140	fadE23	PROBABLE ACYL-CoA DEHYDROGENASE FADE23 	19	4.3	36.3	3.07	129.9	1087.56	957.6	0.00000	0.00000
Rv3141	fadB4	PROBABLE NADPH QUINONE OXIDOREDUCTASE FADB4 (NADPH:QUINONE REDUCTASE) (ZETA-CRYSTALLIN) 	25	66.9	69.4	0.05	3344.5	3470.93	126.5	0.90200	1.00000
Rv3142c	-	hypothetical protein Rv3142c 	6	21.1	52.5	1.32	210.7	524.87	314.2	0.12910	0.94689
Rv3143	-	PROBABLE RESPONSE REGULATOR 	7	42.2	68.2	0.69	422.1	682.49	260.4	0.51110	1.00000
Rv3144c	PPE52	PPE-FAMILY PROTEIN 	22	85.1	66.6	-0.35	3745.0	2930.74	-814.3	0.42790	1.00000
Rv3145	nuoA	NADH dehydrogenase subunit A 	8	44.6	74.2	0.74	624.1	1039.23	415.2	0.30870	1.00000
Rv3146	nuoB	NADH dehydrogenase subunit B 	10	12.7	28.0	1.14	178.1	391.59	213.5	0.29000	1.00000
Rv3147	nuoC	NADH dehydrogenase subunit C 	14	22.5	12.6	-0.83	404.5	226.95	-177.6	0.26060	1.00000
Rv3148	nuoD	NADH dehydrogenase subunit D 	20	53.1	23.9	-1.15	1698.6	765.14	-933.4	0.12740	0.94689
Rv3149	nuoE	NADH dehydrogenase subunit E 	15	25.9	18.9	-0.46	621.7	453.28	-168.4	0.75340	1.00000
Rv3150	nuoF	PROBABLE NADH DEHYDROGENASE I (CHAIN F) NUOF (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN F) 	18	31.6	13.5	-1.22	884.9	378.95	-506.0	0.09770	0.87798
Rv3151	nuoG	NADH dehydrogenase subunit G 	33	30.3	28.8	-0.07	1271.9	1210.63	-61.2	0.90080	1.00000
Rv3152	nuoH	NADH dehydrogenase subunit H 	39	29.7	30.7	0.05	1660.7	1720.03	59.3	0.92160	1.00000
Rv3153	nuoI	NADH dehydrogenase subunit I 	7	49.7	22.9	-1.12	696.3	320.35	-375.9	0.42740	1.00000
Rv3154	nuoJ	NADH dehydrogenase subunit J 	11	18.8	11.4	-0.72	300.4	181.92	-118.5	0.48780	1.00000
Rv3155	nuoK	NADH dehydrogenase subunit K 	10	35.1	30.9	-0.18	630.9	556.52	-74.4	0.81140	1.00000
Rv3156	nuoL	NADH dehydrogenase subunit L 	34	19.0	20.2	0.09	759.2	807.11	47.9	0.88360	1.00000
Rv3157	nuoM	NADH dehydrogenase subunit M 	30	26.0	22.8	-0.19	1197.5	1049.80	-147.6	0.75630	1.00000
Rv3158	nuoN	NADH dehydrogenase subunit N 	36	54.7	51.5	-0.09	3282.5	3091.86	-190.6	0.84140	1.00000
Rv3159c	PPE53	PPE FAMILY PROTEIN 	25	26.7	33.0	0.30	1016.1	1253.90	237.8	0.56690	1.00000
Rv3160c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	12	59.9	47.2	-0.34	958.1	754.60	-203.5	0.62860	1.00000
Rv3161c	-	POSSIBLE DIOXYGENASE 	22	36.1	22.4	-0.69	1084.1	672.17	-412.0	0.26620	1.00000
Rv3162c	-	POSSIBLE INTEGRAL MEMBRANE PROTEIN 	5	32.1	19.3	-0.73	256.7	154.47	-102.2	0.41920	1.00000
Rv3163c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	19	33.7	24.8	-0.44	1009.7	742.91	-266.8	0.51540	1.00000
Rv3164c	moxR3	PROBABLE METHANOL DEHYDROGENASE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR3 	11	17.7	12.5	-0.50	318.8	224.87	-93.9	0.51540	1.00000
Rv3165c	-	hypothetical protein Rv3165c 	7	11.3	9.4	-0.26	112.9	94.39	-18.5	0.88320	1.00000
Rv3166c	-	hypothetical protein Rv3166c 	15	25.8	18.3	-0.50	671.2	475.28	-195.9	0.64340	1.00000
Rv3167c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	12	41.7	4.5	-3.20	667.2	72.36	-594.8	0.07740	0.83524
Rv3168	-	hypothetical protein Rv3168 	25	20.2	14.1	-0.52	807.8	563.94	-243.9	0.54130	1.00000
Rv3169	-	hypothetical protein Rv3169 	13	17.8	27.3	0.62	356.3	545.85	189.6	0.86070	1.00000
Rv3170	aofH	PROBABLE FLAVIN-CONTAINING MONOAMINE OXIDASE AOFH (AMINE OXIDASE) (MAO) 	20	35.3	20.1	-0.81	1059.3	602.30	-457.0	0.29770	1.00000
Rv3171c	hpx	POSSIBLE NON-HEME HALOPEROXIDASE HPX 	28	30.8	25.6	-0.27	1417.1	1178.58	-238.5	0.55090	1.00000
Rv3172c	-	hypothetical protein Rv3172c 	7	22.1	6.7	-1.73	176.4	53.24	-123.2	0.34670	1.00000
Rv3173c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	16	24.6	32.2	0.39	541.8	708.93	167.1	0.65000	1.00000
Rv3174	-	short chain dehydrogenase 	15	43.2	45.2	0.06	778.2	812.86	34.7	0.96810	1.00000
Rv3175	-	amidase 	17	13.0	43.2	1.73	363.5	1209.50	846.0	0.06710	0.79567
Rv3176c	mesT	PROBABLE EPOXIDE HYDROLASE MEST (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	23	44.4	20.4	-1.12	1154.3	531.39	-622.9	0.05910	0.77275
Rv3177	-	POSSIBLE PEROXIDASE (NON-HAEM PEROXIDASE) 	17	31.3	21.9	-0.52	625.7	437.21	-188.5	0.44660	1.00000
Rv3178	-	hypothetical protein Rv3178 	6	90.6	13.5	-2.75	906.5	134.92	-771.6	0.01050	0.31739
Rv3179	-	hypothetical protein Rv3179 	21	39.5	33.0	-0.26	1660.9	1387.26	-273.7	0.56100	1.00000
Rv3180c	-	HYPOTHETICAL ALANINE RICH PROTEIN 	6	10.2	10.7	0.07	122.2	128.49	6.2	0.94030	1.00000
Rv3181c	-	hypothetical protein Rv3181c 	6	0.0	0.4	0.51	0.0	0.85	0.8	1.00000	1.00000
Rv3182	-	hypothetical protein Rv3182 	6	17.8	31.3	0.81	178.1	312.74	134.7	0.41650	1.00000
Rv3183	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	60.4	52.9	-0.19	604.4	528.62	-75.8	0.80160	1.00000
Rv3184	-	PROBABLE TRANSPOSASE 	7	60.1	46.9	-0.36	841.8	656.00	-185.8	0.68030	1.00000
Rv3185	-	PROBABLE TRANSPOSASE 	22	44.8	44.8	0.00	1881.8	1882.72	0.9	0.99890	1.00000
Rv3186	-	PROBABLE TRANSPOSASE 	7	65.4	48.9	-0.42	915.2	684.05	-231.1	0.64660	1.00000
Rv3187	-	PROBABLE TRANSPOSASE 	26	45.5	56.8	0.32	1820.6	2271.90	451.3	0.51150	1.00000
Rv3188	-	hypothetical protein Rv3188 	5	26.0	55.8	1.10	260.3	558.08	297.8	0.10450	0.88988
Rv3189	-	hypothetical protein Rv3189 	11	57.0	39.2	-0.54	1139.4	784.85	-354.5	0.33730	1.00000
Rv3190c	-	hypothetical protein Rv3190c 	33	67.6	60.3	-0.16	4188.4	3736.59	-451.8	0.70290	1.00000
Rv3191c	-	PROBABLE TRANSPOSASE 	23	34.1	44.7	0.39	1431.5	1878.98	447.5	0.42350	1.00000
Rv3192	-	CONSERVED HYPOTHETICAL ALANINE AND PROLINE-RICH PROTEIN 	10	1.8	0.4	-2.12	18.4	4.23	-14.2	0.20160	1.00000
Rv3193c	-	hypothetical protein Rv3193c 	81	10.5	5.7	-0.88	925.4	501.21	-424.2	0.15420	0.99109
Rv3194c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	19	37.8	35.3	-0.10	1362.5	1271.83	-90.7	0.84000	1.00000
Rv3195	-	hypothetical protein Rv3195 	17	40.5	51.4	0.35	1295.4	1646.29	350.9	0.44490	1.00000
Rv3196	-	hypothetical protein Rv3196 	12	49.8	82.7	0.73	1094.8	1819.43	724.7	0.47900	1.00000
Rv3196A	-	hypothetical protein Rv3196A 	3	9.5	32.7	1.78	38.0	130.70	92.7	0.42530	1.00000
Rv3197	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 	21	51.0	62.5	0.29	1834.6	2249.00	414.4	0.46750	1.00000
Rv3197A	whiB7	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB7 	6	72.0	40.3	-0.83	719.6	403.45	-316.1	0.33000	1.00000
Rv3198A	-	POSSIBLE GLUTAREDOXIN PROTEIN 	2	0.0	39.6	5.34	0.0	79.11	79.1	0.33530	1.00000
Rv3198c	uvrD2	PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD2 	38	75.4	62.9	-0.26	1961.1	1635.99	-325.1	0.75400	1.00000
Rv3199c	nudC	NADH pyrophosphatase 	9	94.0	42.3	-1.15	1692.7	762.04	-930.7	0.27300	1.00000
Rv3200c	-	POSSIBLE TRANSMEMBRANE CATION TRANSPORTER 	20	63.6	35.8	-0.83	2162.9	1217.85	-945.1	0.13860	0.96959
Rv3201c	-	PROBABLE ATP-DEPENDENT DNA HELICASE 	45	20.6	25.2	0.29	1317.9	1615.60	297.7	0.48070	1.00000
Rv3202c	-	POSSIBLE ATP-DEPENDENT DNA HELICASE 	37	39.6	44.4	0.17	2136.6	2399.68	263.1	0.77870	1.00000
Rv3203	lipV	POSSIBLE LIPASE LIPV 	14	14.3	23.0	0.68	286.9	460.22	173.3	0.50980	1.00000
Rv3204	-	POSSIBLE DNA-METHYLTRANSFERASE (MODIFICATION METHYLASE) 	3	26.2	61.6	1.23	157.5	369.90	212.4	0.40730	1.00000
Rv3205c	-	hypothetical protein Rv3205c 	17	57.9	129.4	1.16	926.6	2070.14	1143.5	0.05800	0.77140
