"","Orf","Name","Desc","Sites","Sites_Hit","B6","B6_pval","B6_Qval","DBA","DBA_pval","DBA_Qval","BXD9","BXD9_pval","BXD9_Qval","BXD29","BXD29_pval","BXD29_Qval","BXD39","BXD39_pval","BXD39_Qval","BXD40","BXD40_pval","BXD40_Qval","BXD48a","BXD48a_pval","BXD48a_Qval","BXD51","BXD51_pval","BXD51_Qval","BXD54","BXD54_pval","BXD54_Qval","BXD56","BXD56_pval","BXD56_Qval","BXD60","BXD60_pval","BXD60_Qval","BXD62","BXD62_pval","BXD62_Qval","BXD67","BXD67_pval","BXD67_Qval","BXD69","BXD69_pval","BXD69_Qval","BXD73","BXD73_pval","BXD73_Qval","BXD73b","BXD73b_pval","BXD73b_Qval","BXD77","BXD77_pval","BXD77_Qval","BXD79","BXD79_pval","BXD79_Qval","BXD90","BXD90_pval","BXD90_Qval","BXD93","BXD93_pval","BXD93_Qval","BXD102","BXD102_pval","BXD102_Qval"
"3238","Rv3188","-","hypothetical protein Rv3188 ",7,6,0.57,0.3697,1,0.47,0.4792,0.96218,-0.37,0.6677,1,0.06,0.9425,1,0.22,0.7707,1,-0.47,0.6007,1,0.01,0.989,1,0.23,0.7814,1,0.09,0.9093,1,-0.04,0.9522,1,0.13,0.8734,1,0.25,0.7317,1,-0.38,0.6608,1,0.31,0.6891,1,-0.02,0.9782,1,-0.22,0.8135,1,-0.3,0.7288,1,-0.1,0.9005,1,0.35,0.6336,1,0.87,0.2404,0.92042,-0.47,0.5971,1
"3239","Rv3189","-","hypothetical protein Rv3189 ",9,9,-0.29,0.3631,1,-0.64,0.047,0.39815,-0.25,0.4482,1,-0.05,0.8666,1,-0.92,0.0093,0.1974,-0.1,0.7183,1,-0.34,0.376,1,-0.08,0.8425,1,-0.31,0.3194,1,-0.53,0.0901,0.72871,-0.13,0.6771,1,-0.05,0.8753,1,-0.5,0.1221,0.80393,-0.06,0.8413,1,-0.05,0.8583,1,-0.03,0.9203,1,-0.2,0.4821,1,-0.24,0.4119,1,-0.09,0.7682,1,-0.09,0.7797,1,-0.66,0.0549,0.57855
"3240","Rv3190c","-","hypothetical protein Rv3190c ",24,20,-0.07,0.8325,1,-0.16,0.5752,0.99641,0.05,0.8597,1,-0.14,0.6487,1,0.24,0.3831,0.97251,0.06,0.8274,1,0.01,0.9894,1,-0.01,0.9882,1,0.09,0.7353,1,-0.01,0.9807,1,0.11,0.7072,1,-0.26,0.3842,0.88662,0.04,0.8902,1,-0.1,0.7362,1,-0.08,0.7681,1,0.2,0.5054,1,-0.11,0.7029,1,-0.12,0.6703,1,-0.02,0.9482,1,0.01,0.9833,1,0.11,0.6898,1
"3241","Rv3191c","-","PROBABLE TRANSPOSASE ",19,18,0.27,0.247,1,-0.19,0.435,0.93607,0.32,0.2061,0.99131,0.1,0.6836,1,0.08,0.7398,1,-0.14,0.5783,1,0.15,0.6486,1,-0.05,0.8862,1,0.19,0.4344,1,-0.11,0.6341,1,-0.1,0.6902,1,0.19,0.4675,0.92796,0.19,0.4865,1,0.2,0.3985,1,-0.01,0.967,1,-0.07,0.8154,1,0.07,0.7877,1,0.3,0.1993,1,0.34,0.1349,1,0.07,0.7718,1,0.07,0.7953,1
"3242","Rv3192","-","CONSERVED HYPOTHETICAL ALANINE AND PROLINE-RICH PROTEIN ",4,4,-0.49,0.5176,1,0.68,0.2454,0.80854,0.5,0.5695,1,0.17,0.7961,1,0.3,0.6504,1,-0.02,0.9738,1,0.61,0.4351,1,-1.45,0.3185,1,0.37,0.6128,1,0.76,0.1583,0.88741,0.01,0.9832,1,-0.82,0.3283,0.85444,0.72,0.2364,1,0.55,0.3453,1,0.48,0.4319,1,-0.57,0.5706,1,0.08,0.9026,1,0.04,0.9483,1,0.38,0.5047,1,1.39,0.1177,0.69944,0.74,0.2935,0.99933
"3243","Rv3193c","-","hypothetical protein Rv3193c ",83,2,0.86,0.0018,0.0855,-0.07,0.7972,1,0.57,0,0,-0.07,0.7946,1,-0.07,0.7978,1,-0.07,0.7947,1,-0.07,0.859,1,0.13,0.3045,1,1.4,0,0,0.99,0,0,-0.06,0.794,1,-0.07,0.7918,1,-0.07,0.7989,1,-0.07,0.7929,1,-0.07,0.8057,1,-0.07,0.7988,1,0.03,1,1,-0.06,0.7939,1,0.25,0.0935,0.87987,-0.07,0.8027,1,0.18,0.2831,0.99933
"3244","Rv3194c","-","POSSIBLE CONSERVED SECRETED PROTEIN ",15,12,-1.1,0.0548,0.7866,-0.55,0.276,0.83601,-0.71,0.1644,0.931,-1.13,0.0463,0.65978,-0.5,0.3189,0.92993,-0.71,0.1793,1,-0.16,0.7929,1,-0.16,0.8014,1,-1.04,0.0558,0.65676,-0.91,0.091,0.72871,-1.43,0.0211,0.38095,-1.65,0.0118,0.1832,-0.28,0.5802,1,-1.02,0.065,0.68899,-0.54,0.2867,1,-1.28,0.0345,0.437,-0.96,0.0792,0.81867,-0.85,0.109,0.95375,-0.43,0.3596,1,-0.78,0.1375,0.75106,-0.76,0.1536,0.88968
"3245","Rv3195","-","hypothetical protein Rv3195 ",17,15,0.1,0.7717,1,0.07,0.8369,1,0.22,0.5724,1,-0.11,0.7821,1,0.03,0.928,1,-0.16,0.6728,1,0.22,0.6266,1,-0.38,0.4487,1,0.3,0.3661,1,0.13,0.7103,1,-0.27,0.5089,1,-0.09,0.8122,1,-0.16,0.6728,1,-0.05,0.8799,1,-0.04,0.8985,1,-0.19,0.6434,1,0.26,0.4414,1,0.29,0.3861,1,0.09,0.8127,1,0.33,0.3894,0.9839,0.1,0.7783,1
"3246","Rv3196","-","hypothetical protein Rv3196 ",9,9,-0.03,0.933,1,0,0.9976,1,-0.44,0.3068,1,-0.21,0.6076,1,-0.19,0.6396,1,0.07,0.8299,1,-0.3,0.5899,1,0.17,0.727,1,0.01,0.9855,1,-0.25,0.5189,1,-0.14,0.7397,1,-0.85,0.051,0.42121,-0.28,0.4582,1,-0.08,0.833,1,-0.26,0.5036,1,-0.5,0.2492,0.93803,-0.55,0.1867,1,-0.73,0.0952,0.92553,-0.16,0.6718,1,-0.99,0.0458,0.48579,-0.48,0.2757,0.99933
"3247","Rv3196A","-","hypothetical protein Rv3196A ",1,1,-0.18,0.4801,1,-1.09,0.0473,0.39816,-0.26,0.5731,1,-0.55,0.1441,1,-0.38,0.2851,0.91725,0,1,1,-0.04,0.8051,1,0.1,0.8304,1,-0.44,0.3187,1,-0.7,0.1032,0.76327,-0.88,0.0921,0.78363,0.26,0.3251,0.85444,-0.83,0.1354,0.84282,-0.75,0.1408,0.97286,0.03,0.9961,1,-0.01,0.9953,1,-0.47,0.1839,1,-0.34,0.2788,1,0.23,0.3808,1,-1.02,0.0475,0.48824,-0.44,0.1937,0.9574
"3248","Rv3197","-","PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER ",19,15,-0.72,0.0663,0.88179,-1.28,0.0049,0.09825,-1.34,0.0079,0.19338,-0.99,0.0204,0.38214,-0.45,0.2387,0.88087,-1.09,0.0108,0.23677,-0.64,0.2197,1,-1.03,0.08,1,-0.59,0.1344,0.86215,-0.73,0.0607,0.61784,-1.72,8e-04,0.03508,-1.38,0.0021,0.05779,-1.31,0.0049,0.11637,-1.28,0.0057,0.13953,-1.11,0.0109,0.24433,-0.95,0.0349,0.4379,-1.45,0.0023,0.07283,-1.01,0.0141,0.26046,-0.92,0.024,0.44725,-1.29,0.0066,0.17674,-1.09,0.0178,0.32137
"3249","Rv3197A","whiB7","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB7 ",4,2,0.83,0.3099,1,1.6,0.2016,0.76029,0.73,0.443,1,-0.22,0.8823,1,0.77,0.4333,0.99362,-0.94,0.4062,1,-0.31,0.7604,1,-1.08,0.5593,1,-0.02,0.9823,1,-0.15,0.8739,1,-0.29,0.7706,1,-1.37,0.2686,0.8269,0.25,0.7551,1,-0.69,0.5382,1,0.25,0.7907,1,0.04,0.9682,1,0.15,0.8579,1,-0.45,0.674,1,-0.6,0.5621,1,1.24,0.3912,0.98393,-1.61,0.2446,0.99933
"3250","Rv3198A","-","POSSIBLE GLUTAREDOXIN PROTEIN ",7,6,0.1,0.8686,1,0.09,0.8693,1,-0.09,0.8892,1,-0.2,0.7577,1,0.4,0.4577,0.99957,-0.16,0.7956,1,-0.03,0.9687,1,0.13,0.8673,1,0.08,0.8957,1,0.02,0.9717,1,0.05,0.9287,1,0.65,0.2516,0.81299,-0.22,0.7469,1,0.03,0.9592,1,-0.05,0.934,1,0.03,0.9585,1,0.01,0.9798,1,0.23,0.682,1,-0.2,0.7648,1,0.4,0.5132,1,0.11,0.853,1
"3251","Rv3198c","uvrD2","PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD2 ",35,6,0.34,0.5462,1,0.14,0.8165,1,0.33,0.5478,1,-0.14,0.8127,1,0.33,0.5364,1,0.34,0.5413,1,-0.05,0.9505,1,0.85,0.1567,1,0.46,0.3961,1,-0.08,0.8822,1,0.26,0.6538,1,0.32,0.5849,0.98043,0.14,0.8088,1,0.2,0.7205,1,-0.36,0.5511,1,0.04,0.9424,1,0.09,0.8712,1,0.39,0.4624,1,0.6,0.2859,1,0.23,0.6869,1,0.6,0.2768,0.99933
"3252","Rv3199c","nudC","NADH pyrophosphatase ",8,8,0.67,0.0414,0.66607,1.01,0.0053,0.10316,0.36,0.3586,1,0.08,0.8122,1,0.45,0.271,0.91171,0.04,0.9117,1,-0.38,0.46,1,0.19,0.6686,1,0.03,0.9264,1,0.45,0.2881,1,0.2,0.5822,1,-0.42,0.2813,0.8269,0.24,0.4936,1,0.47,0.1695,1,0.34,0.3063,1,0.28,0.4782,1,0.11,0.7494,1,0.15,0.6653,1,-0.45,0.2426,1,0.93,0.0892,0.64012,-0.07,0.8671,1
"3253","Rv3200c","-","POSSIBLE TRANSMEMBRANE CATION TRANSPORTER ",16,13,-0.3,0.381,1,-1.46,0.0014,0.04169,-1.33,0.0023,0.08121,-0.32,0.3754,1,-0.45,0.2238,0.87374,-1.14,0.0067,0.16813,0.21,0.6253,1,-0.66,0.2111,1,-1.03,0.0322,0.483,-0.92,0.0268,0.39604,-0.57,0.1422,0.90347,-2.01,2e-04,0.00867,-1.3,0.0054,0.12454,-0.79,0.0444,0.53684,-1.05,0.0135,0.29116,-1.64,0.0016,0.06321,-1.72,3e-04,0.0146,-2.04,1e-04,0.00518,-1.8,0,0,-0.91,0.0352,0.42689,-1.47,0.0011,0.04433
"3254","Rv3201c","-","PROBABLE ATP-DEPENDENT DNA HELICASE ",48,33,0.06,0.8393,1,0.33,0.1837,0.73536,0.03,0.9283,1,0.14,0.5874,1,0.19,0.4646,1,0.33,0.227,1,0.18,0.6119,1,0.55,0.1099,1,-0.06,0.8287,1,0.6,0.0125,0.24329,0.43,0.1119,0.84882,0.7,0.0129,0.19423,0.29,0.3198,1,0.26,0.3185,1,0.32,0.2077,1,-0.13,0.6858,1,0.11,0.6835,1,0.03,0.9154,1,-0.02,0.9536,1,0.27,0.3507,0.9654,-0.02,0.9584,1
"3255","Rv3202c","-","POSSIBLE ATP-DEPENDENT DNA HELICASE ",30,20,0.05,0.8681,1,-0.15,0.6534,1,0.02,0.9668,1,0.11,0.7369,1,0.46,0.1454,0.73251,0.09,0.7706,1,-0.09,0.832,1,0.59,0.1353,1,-0.27,0.4368,1,0.18,0.5763,1,-0.16,0.6432,1,0.14,0.6725,1,0.5,0.1059,0.74654,-0.15,0.6503,1,0.04,0.9044,1,0.09,0.7956,1,0,0.9948,1,0.17,0.581,1,-0.18,0.5945,1,-0.31,0.3906,0.9839,-0.17,0.6134,1
"3256","Rv3203","lipV","POSSIBLE LIPASE LIPV ",13,9,-0.37,0.4389,1,0.46,0.3007,0.85013,0.82,0.0902,0.71772,0.39,0.397,1,0.04,0.9284,1,0.84,0.048,0.58748,0.08,0.8857,1,0.57,0.3627,1,0.42,0.3572,1,0.3,0.4848,1,0.86,0.0546,0.64838,0.59,0.243,0.80663,1.22,0.0216,0.3089,0.18,0.7058,1,0.29,0.5214,1,0.55,0.2535,0.94212,0.6,0.1789,1,0.39,0.3798,1,0.2,0.6592,1,1,0.0534,0.51219,0.89,0.0321,0.44303
"3257","Rv3204","-","POSSIBLE DNA-METHYLTRANSFERASE (MODIFICATION METHYLASE) ",4,4,-0.96,0.2808,1,-0.28,0.7096,1,-1.14,0.2318,1,0.06,0.9377,1,-2.18,0.0728,0.58919,-1.21,0.2256,1,-0.95,0.4383,1,1.44,0.1166,1,-0.62,0.4653,1,-1.46,0.1668,0.9092,-0.02,0.9825,1,-2.27,0.0745,0.50297,0.04,0.9582,1,0.58,0.6139,1,-1.05,0.2463,1,-5.66,0.0208,0.34013,-1.08,0.251,1,-1.92,0.0886,0.89147,-0.39,0.628,1,-2.4,0.0543,0.51219,-2.36,0.0544,0.57728
"3258","Rv3205c","-","hypothetical protein Rv3205c ",14,12,0.3,0.6271,1,0.83,0.1109,0.60121,0.63,0.323,1,0.38,0.5491,1,0.5,0.4081,0.98758,0.14,0.833,1,0.55,0.4854,1,-1.61,0.2026,1,0.27,0.6651,1,1.12,0.0295,0.4234,-0.77,0.3305,1,-0.64,0.3819,0.88502,0.17,0.818,1,0.04,0.957,1,0.37,0.539,1,-0.01,0.9949,1,0.5,0.397,1,0.4,0.4995,1,-0.48,0.513,1,-0.45,0.5463,1,0.8,0.1542,0.88968
"3259","Rv3206c","moeB1","molybdopterin biosynthesis-like protein MoeZ ",23,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0.38,0.287,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"3260","Rv3207c","-","hypothetical protein Rv3207c ",17,12,-0.85,0.0312,0.57633,-0.04,0.9152,1,-0.34,0.3676,1,-0.23,0.5117,1,-0.45,0.216,0.86224,-1.47,0.0038,0.10987,-1.1,0.0533,1,0.41,0.3246,1,-0.21,0.5753,1,0.11,0.751,1,-1.13,0.0097,0.22766,-1.9,0.0013,0.04084,-1.42,0.0028,0.08215,-0.19,0.701,1,-0.72,0.0585,0.68651,-1.06,0.0142,0.27638,0.2,0.5673,1,0.2,0.5455,1,-0.9,0.0222,0.42573,-1.24,0.0053,0.15549,-1.94,7e-04,0.03174
"3261","Rv3208","-","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) ",11,3,-0.04,0.9683,1,-0.56,0.6425,1,0.51,0.5592,1,-0.59,0.618,1,0.19,0.8723,1,-0.84,0.5139,1,0.12,0.9314,1,0.21,0.8774,1,0.78,0.4116,1,0.46,0.592,1,-1.73,0.2348,1,-2.9,0.1085,0.59141,2.45,0.0724,0.61203,-0.96,0.4645,1,-0.3,0.786,1,0.11,0.916,1,-0.18,0.8703,1,-0.76,0.5412,1,-0.73,0.5698,1,-1.7,0.2543,0.93222,-2.51,0.1313,0.84634
"3262","Rv3208A","TB9.4","hypothetical protein Rv3208A ",5,5,1.49,0.0146,0.3687,0.15,0.7555,1,-0.86,0.1459,0.88876,-0.27,0.5852,1,-0.76,0.1745,0.79481,-0.26,0.6339,1,-1.8,0.0683,1,0.08,0.8956,1,0.41,0.4236,1,-0.81,0.1567,0.88741,-0.59,0.2863,1,-1.05,0.0906,0.54606,1,0.2573,1,-0.39,0.4877,1,-0.47,0.3842,1,-1.62,0.0234,0.36188,0.07,0.8828,1,-0.71,0.2048,1,-0.55,0.3049,1,-0.67,0.3132,0.95395,-1.41,0.036,0.47563
"3263","Rv3209","-","CONSERVED HYPOTHETICAL THREONIN AND PROLINE RICH PROTEIN ",10,9,0.63,0.1003,1,1,0.0026,0.06287,0.37,0.3667,1,0.08,0.8398,1,0.4,0.375,0.97162,0.98,0.0165,0.31054,-0.12,0.8355,1,0.41,0.4208,1,0.6,0.163,0.91709,0.96,0.0037,0.10181,0.68,0.071,0.72638,0.54,0.2123,0.77288,0.93,0.0169,0.26444,0.48,0.1986,1,0.42,0.2632,1,-0.29,0.5199,1,0.85,0.0122,0.2562,0.23,0.5872,1,0.37,0.3291,1,1.41,7e-04,0.03325,0.8,0.0507,0.55229
"3264","Rv3210c","-","hypothetical protein Rv3210c ",10,9,0.94,0.1049,1,2.17,0,0,1.63,0.0019,0.0736,1.65,0.0077,0.1995,0.89,0.1402,0.72325,1.92,5e-04,0.02168,2.53,7e-04,0.06072,0.62,0.5097,1,2.07,3e-04,0.0164,2.42,0,0,1.89,0.0017,0.06522,2.69,8e-04,0.0285,2.85,1e-04,0.00518,2.36,2e-04,0.00998,2.03,5e-04,0.02463,2.44,6e-04,0.02956,2.4,0,0,2.2,0,0,1.77,0.0013,0.057,2.39,7e-04,0.03325,2.16,0,0
"3265","Rv3211","rhlE","PROBABLE ATP-DEPENDENT RNA HELICASE RHLE ",24,3,0.1,0.9204,1,0.14,0.8765,1,0.37,0.6922,1,0.52,0.5633,1,0.18,0.8379,1,-0.66,0.5221,1,-1.27,0.4608,1,1.15,0.2301,1,-1.21,0.3256,1,-0.38,0.7006,1,-0.88,0.4456,1,1.09,0.219,0.77603,0.03,0.9771,1,-0.03,0.9794,1,-0.2,0.8357,1,-0.96,0.3925,1,0.35,0.6934,1,0.24,0.7998,1,0.07,0.9407,1,0.04,0.9654,1,-0.07,0.9454,1
"3266","Rv3212","-","CONSERVED HYPOTHETICAL ALANINE VALINE RICH PROTEIN ",21,1,2.39,0.0693,0.90067,-0.51,0.5045,0.97194,-0.27,0.666,1,-0.53,0.3773,1,-0.53,0.501,1,-0.53,0.2542,1,-0.53,0.7614,1,0.63,0.2089,1,-0.22,0.7662,1,-0.03,1,1,-0.12,1,1,-0.53,0.497,0.94872,-0.53,0.3872,1,-0.53,0.5027,1,-0.51,0.5007,1,-0.5,0.504,1,-0.53,0.5006,1,-0.51,0.5085,1,-0.53,0.5001,1,-0.53,0.506,1,-0.5,0.5084,1
"3267","Rv3213c","-","POSSIBLE SOJ/PARA-RELATED PROTEIN ",12,10,-0.42,0.3489,1,0.05,0.9014,1,0.02,0.9688,1,0.12,0.7476,1,0.44,0.2622,0.90575,0.16,0.672,1,0.17,0.7305,1,0,0.9979,1,0.03,0.9419,1,0.04,0.9086,1,-0.26,0.5574,1,-0.12,0.7826,1,-0.12,0.7712,1,0.11,0.7819,1,0.26,0.4959,1,0.44,0.2614,0.94731,0.24,0.5253,1,0.19,0.6131,1,-0.52,0.2264,1,0.1,0.8622,1,-0.07,0.8775,1
"3268","Rv3214","gpm2","POSSIBLE PHOSPHOGLYCERATE MUTASE GPM2 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM) ",11,9,0.19,0.7149,1,1.66,9e-04,0.02943,1.27,0.0127,0.25854,0.71,0.151,1,0.85,0.0811,0.5953,1.37,0.0057,0.14579,1.75,0.001,0.08489,0.31,0.6419,1,1.18,0.0138,0.2795,1.67,7e-04,0.02712,1.34,0.0047,0.13688,1.98,2e-04,0.00867,2.06,1e-04,0.00518,1.66,2e-04,0.00998,1.24,0.0059,0.16124,0.73,0.1675,0.83626,1.33,0.0049,0.133,1.27,0.0041,0.10692,1.16,0.0174,0.35808,1.24,0.0569,0.52191,1.74,9e-04,0.03861
"3269","Rv3215","entC","isochorismate synthase ",16,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1.22,0.2819,1,0.6,0.2839,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"3270","Rv3216","-","POSSIBLE ACETYLTRANSFERASE ",6,6,0.01,0.9752,1,-0.46,0.2812,0.83601,0.4,0.2893,1,-0.02,0.9564,1,-0.63,0.1487,0.73937,-0.28,0.5025,1,-0.03,0.959,1,-0.2,0.7231,1,-0.13,0.749,1,-0.27,0.5192,1,-0.14,0.721,1,-0.04,0.9202,1,-0.08,0.845,1,-0.02,0.9629,1,-0.19,0.6297,1,-0.63,0.1894,0.86963,-0.3,0.4756,1,-0.18,0.6633,1,0.1,0.783,1,0.11,0.7849,1,-0.75,0.116,0.80634
"3271","Rv3217c","-","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ",3,3,0.46,0.3911,1,-1.24,0.1088,0.59631,-0.32,0.61,1,-0.82,0.2538,1,0.74,0.1379,0.72018,-0.03,0.9607,1,0.12,0.9083,1,-0.39,0.6812,1,0.19,0.751,1,-0.59,0.3689,1,-0.84,0.2875,1,-0.37,0.5775,0.9802,0.67,0.3048,1,-1.54,0.0773,0.74499,-1.51,0.0758,0.77453,0.21,0.7576,1,-0.69,0.2977,1,-0.61,0.3749,1,-0.18,0.7751,1,-0.35,0.6345,1,-0.64,0.3926,1
"3272","Rv3218","-","hypothetical protein Rv3218 ",18,15,0.13,0.7333,1,0.91,0.0055,0.10653,0.71,0.0491,0.56573,0.59,0.1004,0.97945,0.04,0.9148,1,0.8,0.0193,0.34074,0.79,0.0559,1,-0.11,0.8373,1,0.8,0.0202,0.35043,0.75,0.0245,0.37598,1.08,0.0022,0.07838,1.63,0,0,1.19,7e-04,0.0266,0.78,0.0217,0.34633,0.89,0.0083,0.20071,0.75,0.0395,0.46354,0.8,0.0143,0.29111,0.71,0.0319,0.48767,0.65,0.0703,0.80707,0.84,0.0334,0.42291,0.51,0.1606,0.90167
"3273","Rv3219","whiB1","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB1 ",4,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"3274","Rv3220c","-","PROBABLE TWO COMPONENT SENSOR KINASE ",21,16,0.89,0.0096,0.266,1.93,0,0,0.08,0.8556,1,1.76,0,0,0.44,0.3178,0.92993,2.13,0,0,2.77,0,0,-0.43,0.4914,1,1.65,2e-04,0.01247,2.99,0,0,1.24,0.0131,0.28254,2.68,0,0,1.68,1e-04,0.00518,1.97,0,0,0.92,0.0279,0.46,1.56,0.0022,0.07908,2.29,0,0,1.54,2e-04,0.0095,1.29,0.0015,0.0617,1.94,8e-04,0.03669,2.15,2e-04,0.0114
"3275","Rv3221A","-","POSSIBLE ANTI-SIGMA FACTOR ",2,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"3276","Rv3221c","TB7.3","hypothetical protein Rv3221c ",2,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"3277","Rv3222c","-","hypothetical protein Rv3222c ",7,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"3278","Rv3223c","sigH","RNA polymerase sigma factor RpoE ",15,13,0.48,0.2404,1,0.58,0.1175,0.61769,0.53,0.2457,1,0.19,0.63,1,0.65,0.0815,0.5953,0.33,0.4382,1,0.2,0.6867,1,1.16,0.0131,0.56632,0.43,0.2526,1,0.68,0.0571,0.60113,0.42,0.4003,1,-0.37,0.4166,0.90045,-0.7,0.1571,0.90682,0.14,0.7376,1,-0.01,0.9783,1,0.26,0.5596,1,0.49,0.1761,1,0.28,0.4475,1,0.49,0.1872,1,0.08,0.8694,1,0.49,0.2079,0.96794
"3279","Rv3224","-","short chain dehydrogenase ",17,15,-0.11,0.6854,1,0.28,0.2351,0.79227,0.12,0.6451,1,0.19,0.4552,1,-0.02,0.9398,1,0.22,0.3938,1,0.38,0.2295,1,-0.3,0.4363,1,0.11,0.6885,1,0.26,0.2898,1,-0.01,0.9717,1,0.45,0.0973,0.56346,0.51,0.0438,0.46079,0.1,0.7073,1,0.27,0.2699,1,0.32,0.2068,0.88981,0.11,0.6558,1,0.08,0.7352,1,0.08,0.7413,1,0.04,0.9015,1,0.16,0.5573,1
"3280","Rv3224A","-","hypothetical protein Rv3224A ",4,3,-0.47,0.4742,1,1.69,0.0145,0.19881,0.18,0.7799,1,1.02,0.1667,1,1.7,0.0049,0.12862,0.77,0.3519,1,0.38,0.5796,1,1.74,0.0706,1,0.66,0.3338,1,1.55,0.0349,0.45957,0.37,0.523,1,1,0.1973,0.75261,1.2,0.079,0.63921,0.59,0.3406,1,1.22,0.0262,0.44484,0.79,0.2435,0.9253,0.31,0.5732,1,0.39,0.542,1,1.61,0.0016,0.06448,1.43,0.2644,0.93733,1.59,0.0472,0.53655
"3281","Rv3224B","-","hypothetical protein Rv3224B ",4,4,1.51,0.023,0.48814,2.41,0.0013,0.0396,1.62,0.0126,0.25782,2.05,0,0,2.01,0.003,0.09208,0.59,0.2197,1,2.15,0.005,0.24938,1.88,0.1609,1,1.51,0.0137,0.27889,2.34,0.0088,0.19292,1.1,0.0272,0.43938,1.85,0.0137,0.20097,1.08,0.078,0.63466,2.08,2e-04,0.00998,2.2,5e-04,0.02463,0.96,0.1969,0.8812,1.26,0.0107,0.23458,1.14,0.03,0.47312,1.3,0.0262,0.47057,2.1,0.0556,0.51712,1.85,0.0328,0.44819
"3282","Rv3225c","-","POSSIBLE TRANSFERASE ",28,23,0.19,0.5252,1,-0.17,0.5668,0.99641,-0.23,0.4711,1,-0.16,0.6108,1,-0.28,0.3945,0.98147,0.21,0.4779,1,-0.09,0.8231,1,-0.22,0.608,1,-0.31,0.3284,1,0.07,0.7965,1,0.14,0.6255,1,-0.5,0.1341,0.65975,0.14,0.6406,1,-0.01,0.9738,1,0.17,0.5852,1,-0.35,0.3287,0.9862,0.04,0.8924,1,-0.05,0.8654,1,0.09,0.7408,1,-0.08,0.7977,1,-0.22,0.5062,1
"3283","Rv3226c","-","hypothetical protein Rv3226c ",6,6,0.34,0.3077,1,-0.68,0.1346,0.65609,0.18,0.6907,1,-0.24,0.5535,1,0.02,0.9679,1,0.14,0.7081,1,-0.12,0.8316,1,0.27,0.6282,1,-0.67,0.1329,0.86053,-0.05,0.8912,1,0.3,0.4212,1,0.34,0.3773,0.88255,0.35,0.2942,1,-0.17,0.6722,1,-0.14,0.7254,1,0.09,0.8455,1,-0.36,0.364,1,-0.24,0.5315,1,0.1,0.7957,1,-0.59,0.1973,0.86015,-0.38,0.3997,1
"3284","Rv3227","aroA","3-phosphoshikimate 1-carboxyvinyltransferase ",8,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0.5,0.2858,0.99933
"3285","Rv3228","-","hypothetical protein Rv3228 ",9,2,-0.63,0.8037,1,-1.91,0.531,0.9859,-1.03,0.651,1,-1.92,0.5412,1,-1.05,0.6399,1,-1.3,0.6899,1,-1.93,0.6473,1,0.82,0.6955,1,-1.92,0.5399,1,-0.97,0.665,1,-1.93,0.5339,1,-1.92,0.5451,0.969,-0.95,0.6472,1,-1.92,0.538,1,-1.9,0.5314,1,-0.75,0.7236,1,-0.74,0.752,1,-1.01,0.6959,1,-1.19,0.6697,1,-0.42,0.8432,1,-0.34,0.8687,1
