Rv_ID	gene_name	Description	Final Call	tuberculist_category	NN_joined
Rv3252c	alkB	Probable transmembrane alkane 1-monooxygenase AlkB (alkane 1-hydroxylase) (lauric acid omega-hydroxylase) (omega-hydroxylase) (fatty acid omega-hydroxylase) (alkane hydroxylase-rubredoxin)	Growth advantage	lipid metabolism	Rv0159c, Rv3824c, Rv0598c, Rv2029c, Rv1760, Rv0351, Rv3469c, Rv0516c, Rv0447c, Rv1843c
Rv3253c	-	Possible cationic amino acid transport integral membrane protein	Non essential	cell wall and cell processes	Rv1640c, Rv1820, Rv0491, Rv2537c, Rv0092, Rv2241, Rv2258c, Rv2589, Rv2614c, Rv2746c
Rv3254	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2299c, Rv3366, Rv2294, Rv1196, Rv0286, Rv1771, Rv3106, Rv0977, Rv3808c, Rv0006
Rv3255c	manA	Probable mannose-6-phosphate isomerase ManA (phosphomannose isomerase) (phosphomannoisomerase) (PMI) (phosphohexoisomerase) (phosphohexomutase)	Essential	intermediary metabolism and respiration	Rv3372, Rv3423c, Rv3247c, Rv3266c, Rv3265c, Rv3356c, Rv3248c, Rv3411c, Rv3219, Rv3280
Rv3256c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3441c, Rv2786c, Rv0642c, Rv2743c, Rv2946c, Rv2795c, Rv1335, Rv2175c, Rv1962c, Rv0014c
Rv3257c	pmmA	Probable phosphomannomutase PmmA (PMM) (phosphomannose mutase)	Essential	intermediary metabolism and respiration	Rv0189c, Rv3260c, Rv3244c, Rv3280, Rv3246c, Rv3219, Rv3396c, Rv1402, Rv3356c, Rv3247c
Rv3258c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1837c, Rv0482, Rv1301, Rv0896, Rv3676, Rv3923c, Rv2594c, Rv2981c, Rv3804c, Rv2986c
Rv3259	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3574, Rv3131, Rv3810, Rv0561c, Rv0465c, Rv3283, Rv1538c, Rv1822, Rv2613c, Rv2359
Rv3260c	whiB2	Probable transcriptional regulatory protein WhiB-like WhiB2	Essential	regulatory proteins	Rv3244c, Rv0189c, Rv3246c, Rv3276c, Rv3280, Rv3227, Rv3219, Rv3356c, Rv1402, Rv3336c
Rv3261	fbiA	Probable F420 biosynthesis protein FbiA	Non essential	intermediary metabolism and respiration	Rv1286, Rv2461c, Rv2335, Rv3262, Rv2334, Rv1170, Rv3696c, Rv0554, Rv0899, Rv0930
Rv3262	fbiB	Probable F420 biosynthesis protein FbiB	Non essential	intermediary metabolism and respiration	Rv2334, Rv1170, Rv2335, Rv1286, Rv3261, Rv2461c, Rv3696c, Rv0899, Rv0930, Rv0820
Rv3263	-	Probable DNA methylase (modification methylase) (methyltransferase)	Non essential	information pathways	Rv3419c, Rv1239c, Rv1205, Rv0413, Rv1222, Rv1386, Rv0932c, Rv0931c, Rv0645c, Rv0644c
Rv3264c	manB	D-alpha-D-mannose-1-phosphate guanylyltransferase ManB (D-alpha-D-heptose-1-phosphate guanylyltransferase)	Essential	cell wall and cell processes	Rv3372, Rv3255c, Rv3423c, Rv3247c, Rv3248c, Rv3356c, Rv3219, Rv3280, Rv3411c, Rv3266c
Rv3265c	wbbL1	dTDP-RHA:a-D-GlcNAc-diphosphoryl polyprenol,a-3-L-rhamnosyl transferase WbbL1 (alpha-L-rhamnose-(1->3)-alpha-D-GlcNAc(1->P)-P- decaprenyl)	Essential	cell wall and cell processes	Rv3266c, Rv3255c, Rv3423c, Rv3411c, Rv3372, Rv3247c, Rv3248c, Rv3356c, Rv3219, Rv3280
Rv3266c	rmlD	dTDP-6-deoxy-L-lyxo-4-hexulose reductase RmlD (dTDP-rhamnose modification protein) (dTDP-rhamnose biosynthesis protein) (dTDP-rhamnose synthase)	Essential	intermediary metabolism and respiration	Rv3265c, Rv3423c, Rv3411c, Rv3255c, Rv3372, Rv3248c, Rv3247c, Rv3356c, Rv3219, Rv3280
Rv3267	-	Conserved protein (CPSA-related protein)	Non essential	conserved hypotheticals	Rv1493, Rv1314c, Rv0256c, Rv1492, Rv0712, Rv2419c, Rv1477, Rv2034, Rv1412, Rv1701
Rv3268	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1131, Rv2150c, Rv1202, Rv2173, Rv1611, Rv0079, Rv2916c, Rv2453c, Rv2795c, Rv0153c
Rv3269	-	hypothetical protein	Non essential	virulence, detoxification, adaptation	Rv3223c, Rv0130, Rv2626c, Rv0020c, Rv0949, Rv0948c, Rv2276, Rv3282, Rv0617, Rv3024c
Rv3270	ctpC	Probable metal cation-transporting P-type ATPase C CtpC	Non essential	cell wall and cell processes	Rv0678, Rv1884c, Rv0020c, Rv0948c, Rv2466c, Rv0130, Rv3417c, Rv3024c, Rv2623, Rv3223c
Rv3271c	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv3627c, Rv2201, Rv0066c, Rv3646c, Rv2839c, Rv2202c, Rv1300, Rv3042c, Rv1617, Rv2794c
Rv3272	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3589, Rv0418, Rv2596, Rv2530c, Rv0749, Rv3911, Rv3610c, Rv0208c, Rv0478, Rv0070c
Rv3273	-	Probable transmembrane carbonic anhydrase (carbonate dehydratase) (carbonic dehydratase)	Non essential	intermediary metabolism and respiration	Rv2418c, Rv3822, Rv1496, Rv1420, Rv3722c, Rv3908, Rv0490, Rv2525c, Rv0903c, Rv1638
Rv3274c	fadE25	Probable acyl-CoA dehydrogenase FadE25	Non essential	lipid metabolism	Rv1837c, Rv0482, Rv0896, Rv3676, Rv3923c, Rv0288, Rv2986c, Rv2981c, Rv3802c, Rv3465
Rv3275c	purE	Probable phosphoribosylaminoimidazole carboxylase catalytic subunit PurE (air carboxylase) (AIRC)	Growth defect	intermediary metabolism and respiration	Rv1617, Rv1828, Rv1300, Rv2477c, Rv1093, Rv3221A, Rv2210c, Rv3789, Rv3245c, Rv0337c
Rv3276c	purK	Probable phosphoribosylaminoimidazole carboxylase ATPase subunit PurK (air carboxylase) (AIRC)	Growth defect	intermediary metabolism and respiration	Rv3227, Rv3246c, Rv3260c, Rv3244c, Rv3137, Rv1338, Rv0189c, Rv3336c, Rv0884c, Rv3206c
Rv3277	-	Probable conserved transmembrane protein	Essential	cell wall and cell processes	Rv1300, Rv1617, Rv2839c, Rv1828, Rv2477c, Rv3221A, Rv1093, Rv2210c, Rv3789, Rv0363c
Rv3278c	-	Probable conserved transmembrane protein	Growth advantage	cell wall and cell processes	Rv3024c, Rv2276, Rv2466c, Rv1884c, Rv3223c, Rv3270, Rv2346c, Rv0866, Rv0020c, Rv0130
Rv3279c	birA	Possible bifunctional protein BirA: biotin operon repressor + biotin--[acetyl-CoA-carboxylase] synthetase (biotin--protein ligase)	Essential	intermediary metabolism and respiration	Rv3372, Rv3247c, Rv3356c, Rv3248c, Rv3219, Rv3280, Rv3255c, Rv3423c, Rv3396c, Rv0189c
Rv3280	accD5	Probable propionyl-CoA carboxylase beta chain 5 AccD5 (pccase) (propanoyl-CoA:carbon dioxide ligase)	Essential	lipid metabolism	Rv3356c, Rv3219, Rv3247c, Rv0189c, Rv3248c, Rv3244c, Rv3260c, Rv3396c, Rv3372, Rv3246c
Rv3281	accE5	Probable bifunctional protein acetyl-/propionyl-coenzyme A carboxylase (epsilon chain) AccE5	Essential	lipid metabolism	Rv3227, Rv3276c, Rv3244c, Rv3206c, Rv3260c, Rv0189c, Rv3246c, Rv3137, Rv1338, Rv3219
Rv3282	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0617, Rv2626c, Rv0949, Rv2217, Rv3667, Rv3223c, Rv0130, Rv1917c, Rv1021, Rv0020c
Rv3283	sseA	Probable thiosulfate sulfurtransferase SseA (rhodanese) (thiosulfate cyanide transsulfurase) (thiosulfate thiotransferase)	Non essential	intermediary metabolism and respiration	Rv0561c, Rv3574, Rv3810, Rv3131, Rv0983, Rv1698, Rv1932, Rv1822, Rv3413c, Rv2359
Rv3284	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2752c, Rv1106c, Rv0352, Rv2115c, Rv0903c, Rv2386c, Rv3722c, Rv0092, Rv1638, Rv2258c
Rv3285	accA3	Probable bifunctional protein acetyl-/propionyl-coenzyme A carboxylase (alpha chain) AccA3: biotin carboxylase + biotin carboxyl carrier protein (BCCP)	Essential	lipid metabolism	Rv3396c, Rv1402, Rv3280, Rv3356c, Rv0189c, Rv3247c, Rv3219, Rv3246c, Rv3372, Rv3260c
Rv3286c	sigF	Alternative RNA polymerase sigma factor SigF	Growth advantage	information pathways	Rv0469, Rv0408, Rv0234c, Rv3383c, Rv1108c, Rv2088, Rv1897c, Rv3307, Rv3315c, Rv3567c
Rv3287c	rsbW	Anti-sigma factor RsbW (sigma negative effector)	Growth advantage	information pathways	Rv1542c, Rv2074, Rv3339c, Rv2873, Rv1082, Rv3504, Rv1168c, Rv1991c, Rv3674c, Rv0595c
Rv3288c	usfY	Putative protein UsfY	Growth advantage	conserved hypotheticals	Rv3065, Rv2349c, Rv1690, Rv1297, Rv2136c, Rv2631, Rv1552, Rv0221, Rv3825c, Rv0194
Rv3289c	-	Possible transmembrane protein	Growth advantage	cell wall and cell processes	Rv1384, Rv2462c, Rv3487c, Rv2009, Rv2431c, Rv2404c, Rv2270, Rv3607c, Rv3566c, Rv3059
Rv3290c	lat	Probable L-lysine-epsilon aminotransferase Lat (L-lysine aminotransferase) (lysine 6-aminotransferase)	Growth advantage	intermediary metabolism and respiration	Rv2388c, Rv0334, Rv2497c, Rv3379c, Rv2464c, Rv1288, Rv1433, Rv1077, Rv2270, Rv2462c
Rv3291c	lrpA	Probable transcriptional regulatory protein LrpA (Lrp/AsnC-family)	Non essential	regulatory proteins	Rv1160, Rv0230c, Rv1911c, Rv1675c, Rv2579, Rv2727c, Rv2719c, Rv2548, Rv1818c, Rv2389c
Rv3292	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0645c, Rv1239c, Rv3419c, Rv0644c, Rv0924c, Rv0989c, Rv0413, Rv0928, Rv0929, Rv0820
Rv3293	pcd	Probable piperideine-6-carboxilic acid dehydrogenase Pcd (piperideine-6-carboxylate dehydrogenase)	Non essential	intermediary metabolism and respiration	Rv2243, Rv3820c, Rv2970c, Rv1329c, Rv3731, Rv2878c, Rv0032, Rv2482c, Rv0735, Rv3619c
Rv3294c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0233, Rv2958c, Rv2407, Rv1317c, Rv0148, Rv0182c, Rv1746, Rv1344, Rv2911, Rv2429
Rv3295	-	Probable transcriptional regulatory protein (probably TetR-family)	Growth advantage	regulatory proteins	Rv2970c, Rv3820c, Rv2243, Rv2855, Rv3731, Rv1329c, Rv2878c, Rv0735, Rv0602c, Rv2176
Rv3296	lhr	Probable ATP-dependent helicase Lhr (large helicase-related protein)	Non essential	information pathways	Rv2590, Rv0676c, Rv0447c, Rv1747, Rv0516c, Rv0159c, Rv0899, Rv3469c, Rv0015c, Rv3824c
Rv3297	nei	Probable endonuclease VIII Nei	Non essential	information pathways	Rv2218, Rv0342, Rv3124, Rv1328, Rv0505c, Rv0445c, Rv1222, Rv1468c, Rv2416c, Rv1365c
Rv3298c	lpqC	Possible esterase lipoprotein LpqC	Non essential	cell wall and cell processes	Rv2429, Rv0182c, Rv2006, Rv3133c, Rv0233, Rv2958c, Rv3089, Rv0889c, Rv0114, Rv2289
Rv3299c	atsB	Probable arylsulfatase AtsB (aryl-sulfate sulphohydrolase) (sulfatase)	Non essential	intermediary metabolism and respiration	Rv0683, Rv3230c, Rv1654, Rv2156c, Rv1771, Rv1315, Rv1196, Rv1305, Rv1660, Rv3808c
Rv3300c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2596, Rv2530c, Rv3589, Rv0418, Rv3272, Rv2702, Rv3754, Rv0933, Rv3911, Rv1121
Rv3301c	phoY1	Probable phosphate-transport system transcriptional regulatory protein PhoU homolog 1 PhoY1	Non essential	cell wall and cell processes	Rv0813c, Rv1433, Rv0853c, Rv1288, Rv2211c, Rv1013, Rv1077, Rv2801A, Rv1020, Rv2593c
Rv3302c	glpD2	Probable glycerol-3-phosphate dehydrogenase GlpD2	Essential	intermediary metabolism and respiration	Rv3255c, Rv3372, Rv3396c, Rv3247c, Rv3356c, Rv3265c, Rv3280, Rv3423c, Rv3248c, Rv1402
Rv3303c	lpdA	NAD(P)H quinone reductase LpdA	Non essential	intermediary metabolism and respiration	Rv3846, Rv1240, Rv2711, Rv0846c, Rv2523c, Rv3464, Rv2111c, Rv2193, Rv2984, Rv0510
Rv3304	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0582, Rv3610c, Rv3687c, Rv0478, Rv0113, Rv0208c, Rv2623, Rv3592, Rv0557, Rv0749
Rv3305c	amiA1	Possible N-acyl-L-amino acid amidohydrolase AmiA1 (N-acyl-L-amino acid aminohydrolase)	Non essential	intermediary metabolism and respiration	Rv0889c, Rv0114, Rv2688c, Rv0187, Rv2006, Rv1180, Rv0577, Rv1425, Rv2821c, Rv2289
Rv3306c	amiB1	Probable amidohydrolase AmiB1 (aminohydrolase)	Non essential	intermediary metabolism and respiration	Rv0969, Rv0987, Rv2549c, Rv0277c, Rv0986, Rv2866, Rv1872c, Rv0586, Rv3229c, Rv1553
Rv3307	deoD	Probable purine nucleoside phosphorylase DeoD (inosine phosphorylase) (PNP)	Non essential	intermediary metabolism and respiration	Rv3315c, Rv0895, Rv1859, Rv0408, Rv1341, Rv1872c, Rv3286c, Rv0987, Rv0234c, Rv1563c
Rv3308	pmmB	Probable phosphomannomutase PmmB (phosphomannose mutase)	Non essential	intermediary metabolism and respiration	Rv1777, Rv3133c, Rv1180, Rv0114, Rv0889c, Rv2006, Rv2821c, Rv2429, Rv3089, Rv3506
Rv3309c	upp	Probable uracil phosphoribosyltransferase Upp (UMP pyrophosphorylase) (uprtase) (UMP diphosphorylase)	Non essential	intermediary metabolism and respiration	Rv1368, Rv3826, Rv0620, Rv3452, Rv0677c, Rv0847, Rv0802c, Rv1886c, Rv3600c, Rv3480c
Rv3310	sapM	Acid phosphatase (acid phosphomonoesterase) (phosphomonoesterase) (glycerophosphatase)	Non essential	cell wall and cell processes	Rv0595c, Rv1991c, Rv0631c, Rv1346, Rv2601, Rv1247c, Rv1736c, Rv2149c, Rv2285, Rv3674c
Rv3311	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2938, Rv2937, Rv2587c, Rv2936, Rv2942, Rv1099c, Rv2945c, Rv3568c, Rv3495c, Rv2048c
Rv3312A	-	Secreted protein antigen	Non essential	cell wall and cell processes	Rv3133c, Rv1777, Rv3089, Rv2429, Rv0182c, Rv2006, Rv0114, Rv0889c, Rv3506, Rv1180
Rv3312c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0629c, Rv2238c, Rv1256c, Rv3740c, Rv2009, Rv1030, Rv3607c, Rv3080c, Rv1599, Rv0630c
Rv3313c	add	Probable adenosine deaminase Add (adenosine aminohydrolase)	Non essential	intermediary metabolism and respiration	Rv1478, Rv0693, Rv3763, Rv2740, Rv3416, Rv0191, Rv0864, Rv1846c, Rv3505, Rv1860
Rv3314c	deoA	Probable thymidine phosphorylase DeoA (tdrpase) (pyrimidine phosphorylase)	Non essential	intermediary metabolism and respiration	Rv2783c, Rv3330, Rv1079, Rv2068c, Rv1992c, Rv2459, Rv2211c, Rv2593c, Rv0609, Rv3879c
Rv3315c	cdd	Probable cytidine deaminase Cdd (cytidine aminohydrolase) (cytidine nucleoside deaminase)	Non essential	intermediary metabolism and respiration	Rv0895, Rv1341, Rv3307, Rv1859, Rv1563c, Rv0408, Rv3316, Rv0234c, Rv1267c, Rv3567c
Rv3316	sdhC	Probable succinate dehydrogenase (cytochrome B-556 subunit) SdhC (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)	Non essential	intermediary metabolism and respiration	Rv2964, Rv1563c, Rv3567c, Rv3655c, Rv0754, Rv3702c, Rv1341, Rv0234c, Rv3704c, Rv3812
Rv3317	sdhD	Probable succinate dehydrogenase (hydrophobic membrane anchor subunit) SdhD (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)	Non essential	intermediary metabolism and respiration	Rv1341, Rv3316, Rv3315c, Rv0895, Rv1563c, Rv0234c, Rv3567c, Rv2964, Rv3307, Rv1267c
Rv3318	sdhA	Probable succinate dehydrogenase (flavoprotein subunit) SdhA (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)	Non essential	intermediary metabolism and respiration	Rv2922c, Rv0438c, Rv2112c, Rv1909c, Rv2579, Rv1675c, Rv0206c, NONE, NONE, NONE
Rv3319	sdhB	Probable succinate dehydrogenase (iron-sulphur protein subunit) SdhB (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)	Non essential	intermediary metabolism and respiration	Rv2702, Rv2596, Rv0933, Rv2530c, Rv0486, Rv3754, Rv2928, Rv0137c, Rv2625c, Rv3724B
Rv3320c	vapC44	Possible toxin VapC44 Contains PIN domain	Non essential	virulence, detoxification, adaptation	Rv1169c, Rv0005, Rv3565, Rv1938, Rv1187, Rv3518c, Rv1218c, Rv2816c, Rv0220, Rv1608c
Rv3321c	vapB44	Possible antitoxin VapB44	Uncertain	virulence, detoxification, adaptation	Rv3082c, Rv3841, Rv1739c, Rv0254c, Rv0586, Rv2002, Rv1253, Rv2602, Rv0858c, Rv2103c
Rv3322c	-	Possible methyltransferase	Non essential	intermediary metabolism and respiration	Rv3469c, Rv0015c, Rv0159c, Rv0676c, Rv1747, Rv0447c, Rv1760, Rv2029c, Rv2590, Rv0516c
Rv3323c	moaX	Probable MoaD-MoaE fusion protein MoaX	Non essential	intermediary metabolism and respiration	Rv2822c, Rv3812, Rv3655c, Rv0192, Rv3328c, Rv2817c, Rv2818c, Rv0694, Rv3567c, Rv2964
Rv3324c	moaC3	Probable molybdenum cofactor biosynthesis protein C 3 MoaC3	Non essential	intermediary metabolism and respiration	Rv0357c, Rv2157c, Rv0422c, Rv3582c, Rv1305, Rv0682, Rv1654, Rv1304, Rv1315, Rv1655
Rv3325	-	Probable transposase for insertion sequence element IS6110 (fragment)	Non essential	insertion seqs and phages	Rv0554, Rv2461c, Rv3261, Rv1286, Rv2335, Rv3262, Rv2334, Rv1170, Rv3696c, Rv0899
Rv3326	-	Probable transposase	Non essential	insertion seqs and phages	Rv2461c, Rv3261, Rv1286, Rv2335, Rv3262, Rv2334, Rv1170, Rv3696c, Rv0554, Rv0899
Rv3327	-	Probable transposase fusion protein	Non essential	insertion seqs and phages	Rv1876, Rv0845, Rv1983, Rv3377c, Rv1980c, Rv2296, Rv3408, Rv0643c, Rv0764c, Rv0221
Rv3328c	sigJ	Probable alternative RNA polymerase sigma factor (fragment) SigJ	Non essential	information pathways	Rv2822c, Rv3812, Rv2976c, Rv0192, Rv3655c, Rv3567c, Rv1885c, Rv2088, Rv1021, Rv2817c
Rv3329	-	Probable aminotransferase	Non essential	intermediary metabolism and respiration	Rv3903c, Rv3765c, Rv1026, Rv2793c, Rv1917c, Rv1206, Rv1033c, Rv2266, Rv0008c, Rv0654
Rv3330	dacB1	Probable penicillin-binding protein DacB1 (D-alanyl-D-alanine carboxypeptidase) (DD-peptidase) (DD-carboxypeptidase) (PBP) (DD-transpeptidase) (serine-type D-ala-D-ala carboxypeptidase) (D-amino acid hydrolase)	Non essential	cell wall and cell processes	Rv1079, Rv2783c, Rv2459, Rv2068c, Rv1992c, Rv0609, Rv2211c, Rv2593c, Rv0553, Rv2948c
Rv3331	sugI	Probable sugar-transport integral membrane protein SugI	Non essential	cell wall and cell processes	Rv3696c, Rv0930, Rv0820, Rv0929, Rv0928, Rv0924c, Rv0644c, Rv0989c, Rv0645c, Rv0932c
Rv3332	nagA	Probable N-acetylglucosamine-6-phosphate deacetylase NagA (GlcNAc 6-P deacetylase)	Non essential	cell wall and cell processes	Rv2816c, Rv1608c, Rv2428, Rv3197A, Rv1848, Rv2521, Rv1187, Rv1755c, Rv1264, Rv0220
Rv3333c	-	Hypothetical proline rich protein	Non essential	conserved hypotheticals	Rv1596, Rv1737c, Rv2848c, Rv3853, Rv2031c, Rv1258c, Rv0070c, Rv0065, Rv0749, Rv1088
Rv3334	-	Probable transcriptional regulatory protein (probably MerR-family)	Non essential	regulatory proteins	Rv2745c, Rv0013, Rv1114, Rv3168, Rv2949c, Rv2757c, Rv3414c, Rv2829c, Rv0282, Rv0902c
Rv3335c	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv1739c, Rv1253, Rv3841, Rv2103c, Rv3082c, Rv0254c, Rv2002, Rv2602, Rv1857, Rv2010
Rv3336c	trpS	Probable tryptophanyl-tRNA synthetase TrpS (tryptophan--tRNA ligase) (TRPRS) (tryptophan translase)	Essential	information pathways	Rv3246c, Rv3276c, Rv3137, Rv1402, Rv3260c, Rv0884c, Rv3003c, Rv3244c, Rv1338, Rv0189c
Rv3337	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2748c, Rv1266c, Rv2005c, Rv3660c, Rv1981c, Rv2301, Rv2196, Rv1372, Rv1242, Rv1410c
Rv3338	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0900, Rv0126, Rv3835, Rv2829c, Rv0626, Rv1114, Rv0211, Rv3168, Rv0596c, Rv3358
Rv3339c	icd1	Probable isocitrate dehydrogenase [NADP] Icd1 (oxalosuccinate decarboxylase) (IDH) (NADP+-specific ICDH) (IDP)	Non essential	intermediary metabolism and respiration	Rv3504, Rv3287c, Rv3674c, Rv1542c, Rv2074, Rv0985c, Rv1984c, Rv2873, Rv1991c, Rv2902c
Rv3340	metC	Probable O-acetylhomoserine sulfhydrylase MetC (homocysteine synthase) (O-acetylhomoserine (thiol)-lyase) (OAH sulfhydrylase) (O-acetyl-L-homoserine sulfhydrylase)	Non essential	intermediary metabolism and respiration	Rv2112c, Rv2922c, Rv2579, Rv3318, Rv0438c, Rv1160, Rv1675c, Rv0230c, Rv1911c, NONE
Rv3341	metA	Probable homoserine O-acetyltransferase MetA (homoserine O-trans-acetylase) (homoserine transacetylase) (HTA)	Essential	intermediary metabolism and respiration	Rv0772, Rv1416, Rv1436, Rv2397c, Rv0787A, Rv2988c, Rv2439c, Rv1415, Rv0809, Rv3457c
Rv3342	-	Possible methyltransferase (methylase)	Non essential	intermediary metabolism and respiration	Rv2151c, Rv2097c, Rv1280c, Rv2977c, Rv1391, Rv2524c, Rv1700, Rv1638, Rv1701, Rv0490
Rv3343c	PPE54	PPE family protein PPE54	Non essential	PE/PPE	Rv0845, Rv3377c, Rv1876, Rv0058, Rv1980c, Rv1032c, Rv3232c, Rv0404, Rv0764c, Rv3408
Rv3344c	PE_PGRS49	PE-PGRS family protein PE_PGRS49	Non essential	PE/PPE	Rv3653, Rv2741, Rv0022c, Rv3085, Rv2066, Rv1665, Rv2868c, Rv3780, Rv2208, Rv3809c
Rv3345c	PE_PGRS50	PE-PGRS family protein PE_PGRS50	Non essential	PE/PPE	Rv0845, Rv1876, Rv0551c, Rv0643c, Rv3377c, Rv3573c, Rv0058, Rv1695, Rv1028c, Rv1983
Rv3346c	-	Conserved transmembrane protein	Growth advantage	cell wall and cell processes	Rv3357, Rv2232, Rv1561, Rv0137c, Rv3488, Rv0203, Rv2213, Rv0933, Rv1001, Rv2744c
Rv3347c	PPE55	PPE family protein PPE55	Growth advantage	PE/PPE	Rv3408, Rv0221, Rv1980c, Rv2296, Rv1983, Rv0764c, Rv1876, Rv3825c, Rv3377c, Rv1297
Rv3348	-	Probable transposase	Non essential	insertion seqs and phages	Rv2027c, Rv0823c, Rv0888, Rv2350c, Rv2430c, Rv3404c, Rv0751c, Rv1302, Rv1212c, Rv2744c
Rv3349c	-	Probable transposase	Non essential	insertion seqs and phages	Rv0987, Rv1859, Rv1872c, Rv0969, Rv0277c, Rv0620, Rv2549c, Rv3364c, Rv3307, Rv0986
Rv3350c	PPE56	PPE family protein PPE56	Non essential	PE/PPE	Rv0159c, Rv3824c, Rv0598c, Rv2029c, Rv1760, Rv0516c, Rv0351, Rv0447c, Rv3469c, Rv0676c
Rv3351c	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv1399c, Rv1189, Rv2823c, Rv1075c, Rv0301, Rv3585, Rv0901, Rv2701c, Rv0252, Rv3225c
Rv3352c	-	Possible oxidoreductase	Growth advantage	intermediary metabolism and respiration	Rv0045c, Rv0203, Rv0137c, Rv2232, Rv2118c, Rv0933, Rv1302, Rv2702, Rv3357, Rv0486
Rv3353c	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv1218c, Rv3155, Rv3130c, Rv0220, Rv1264, Rv2428, Rv1848, Rv1608c, Rv1187, Rv3565
Rv3354	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv0620, Rv1368, Rv3452, Rv3600c, Rv0677c, Rv3309c, Rv0277c, Rv0847, Rv1872c, Rv0908
Rv3355c	-	Probable integral membrane protein	Growth advantage	cell wall and cell processes	Rv0065, Rv1596, Rv2819c, Rv1737c, Rv1495, Rv0694, Rv2818c, Rv3855, Rv2848c, Rv2817c
Rv3356c	folD	Probable bifunctional protein FolD: methylenetetrahydrofolate dehydrogenase + methenyltetrahydrofolate cyclohydrolase	Essential	intermediary metabolism and respiration	Rv3247c, Rv3219, Rv3280, Rv3248c, Rv3372, Rv0189c, Rv3396c, Rv3244c, Rv3260c, Rv1402
Rv3357	relJ	Antitoxin RelJ	Non essential	virulence, detoxification, adaptation	Rv1561, Rv2232, Rv0137c, Rv3488, Rv2213, Rv0203, Rv1001, Rv3157, Rv0933, Rv1562c
Rv3358	relK	Toxin RelK	Non essential	virulence, detoxification, adaptation	Rv0596c, Rv2865, Rv0211, Rv3240c, Rv0626, Rv0982, Rv1259, Rv2919c, Rv3835, Rv0496
Rv3359	-	Possible oxidoreductase	Non essential	intermediary metabolism and respiration	Rv3712, Rv2538c, Rv2682c, Rv1304, Rv2188c, Rv3582c, Rv3156, Rv2720, Rv2447c, Rv1315
Rv3360	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2982c, Rv0262c, Rv3198c, Rv1223, Rv2959c, Rv2027c, Rv0577, Rv2376c, Rv3404c, Rv2430c
